title	description	Authors	Source	Publication Month	Publication Day	Publication Year
"\"Enfermés dehors” : les internautes se moquent du confinement \"allégé\""	"À l’annonce d’un nouveau confinement \"allégé\" dans certaines régions, jeudi 18 mars, les internautes et humoristes ont tourné en dérision de nombreuses mesures restées floues.Avec ce nouveau confinement \"allégé\" annoncé jeudi 18 mars par le Premier ministre Jean Castex, les Français seront \"enfermés dehors\", ont plaisanté les internautes. Les mesures qui devaient permettre de rendre plus supportable cette annonce ont finalement créé la confusion. Les sorties, par exemple, sont autorisées avec une attestation, dans un rayon limité à dix kilomètres autour du domicile, mais sans limite de durée. En revanche, le couvre-feu est maintenu, mais déplacé à 19 heures. De nombreux changements qui ont suscité l’incompréhension. \"Vous aurez le droit : de boire de l’eau minérale\" \"Nous allons être dans l’obligation de reconfiner, donc, dehors, comme vous voulez, tranquille, voilà, et le virus, il va baisser\", se moque l’humoriste Jonathan Cohen. Sur les réseaux sociaux, certains imaginent les devantures des magasins : \"fermé pour cause de fermeture, ré-ouvrira à la réouverture\". D’autres inventent les futures attestations. Certains vidéastes recréent les réunions qui auraient pu précéder la prise de décisions, d’autres sont en crise en repensant au premier confinement. \"Vous aurez le droit : de rester de rester chez vous et de boire de l’eau minérale\", sourit Maxime Gasteuil."	Elsa Pallot	France 2	3	19	2021
"\"Est-ce que tu sais ?\", le nouvel album de Gaëtan Roussel"	"L'ancien chanteur du groupe Louise Attaque, Gaëtan Roussel, a sorti son quatrième opus en solo. L'artiste et sa guitare ont su très bien s'entourer.  La chanson française aurait du mal à se passer de lui. Gaëtan Roussel, 48 ans, occupe le terrain depuis près de 25 ans. Rappelez-vous, il était le chanteur d'un groupe phénomène en 1997 : Louise Attaque. Celui-ci a vendu près de trois millions d'albums. Depuis, Gaëtan Roussel a mené sa barque en solo et nous a reçu dans son appartement parisien pour parler de son nouvel album : \"Est-ce que tu sais ?\". \"Je ne lis pas la musique, je ne l'écris pas. Je le fais à l'oreille. Tout d'un coup, une mélodie vous vient\", c'est ainsi que son inspiration lui vient, nous explique-t-il. Il la puise aussi dans une culture musicale impressionnante. Il suffit de le suivre dans une virée aux puces de Saint-Ouen (Seine-Saint-Denis) aux rayons disques pour s'en rendre compte. Celui qui a composé pour Bashung ou Vanessa Paradis a justement réalisé ce dernier album quasiment en guitare/voix. Dans celui-ci, il évoque de nombreux thèmes comme la résilience, la transmission, le goût des autres ou encore la volonté qui fait dépasser ses échecs."	""	TF1	6	26	2021
"\"Grotte sanglante\" de Sète : le procès s'est ouvert à la cour d'assises de l'Hérault"	"Le procès de l'affaire de la \"grotte sanglante\" de Sète s'est ouvert lundi 18 janvier devant la cour d'assises de l'Hérault. En 2014, le corps d'un homme à moitié carbonisé avait été retrouvé au fond d'une galerie.Dans une galerie creusée sous le mont Saint-Clair (Hérault), le 17 juillet 2014, la police de Sète a fait une macabre découverte : le cadavre d'un homme, recroquevillé, le visage masqué par une cagoule, gisait à une centaine de mètres de l'entrée. \"Nous retrouvons, premièrement, des traces d'un coup de feu à la tête. Deuxièmement, des traces de carbonisation d'une partie du corps. Troisièmement, des traces de liens qui ont pu l'entraver\", déclarait Christophe Barret, procureur de la République de Montpellier, en 2016. Les accusés risquent la perpétuité L'homme, rapidement identifié, est Patrick Isoird, 49 ans, un Sétois qui travaillait à l'hôpital de la ville. Il était recherché depuis quatre semaines. Selon le service régional de police judiciaire (SRPJ), il s'agirait d'un guet-apens imaginé par un coiffeur de 49 ans, Rémi Chesne. Ce dernier se serait servi d'une jeune femme, Audrey Louvet, pour entraîner la victime à l'intérieur de la galerie. L'individu aurait voulu se venger, plusieurs années plus tard, d'une brève liaison qu'aurait eue son épouse avec Patrick Isoird. Depuis le début de l'affaire, Rémi Chesne nie en bloc toute implication. Audrey Louvet est, quant à elle, poursuivie pour complicité d'assassinat. Si elle reconnaît sa participation, elle dit aussi ne pas avoir été mise au courant du scénario funèbre. Les accusés, dont le procès s'est ouvert lundi 18 janvier à la cour d'assises de l'Hérault, risquent la perpétuité."	Pierre-Yves Grenu	France 3	1	18	2021
"\"Ici ce n'est pas Netflix\" : en Colombie, une tentative de casse dans un dépôt d'or échoue"	"À Medellin, une des principales villes de Colombie, des passants ont pu assister à une scène surréaliste : un camion-benne fonçant sur une porte, mais pas n'importe laquelle. Derrière la porte se trouve un dépôt d'or. Dans le secteur, des policiers patrouillent et repèrent les faits. Les braqueurs, qui sont près d'une vingtaine d'individus, échangent des coups de feu avec des armes automatiques avant de fuir. Des professionnels qui n'ont pas eu le temps d'atteindre leur objectif. \"Ils se croyaient dans la série 'La Casa de Papel'\" \"Cette bande criminelle organisée préparait ce braquage depuis des mois, ils se croyaient dans la série 'La Casa de Papel', mais non messieurs, ici, ce n'est pas Netflix. Nous avons la meilleure police de Colombie\", a déclaré le maire de la commune, Daniel Quintero. Près d'onze suspects ont finalement été arretés grâce aux caméras de vidéosurveillance de la ville. Les prises réalisées par la police ont été diffusées au public."	Elsa Pallot	France 2	11	4	2021
"\"Il faut que nous inventions un nouveau modèle de prospérité économique et sociale nous-même\", Philippe Juvin"	"Dans cinq semaines, le congrès des Républicains devra choisir son candidat pour la présidentielle 2022. Six personnes, dont notre invité Philippe Juvin, sont en lice.  Philippe Juvin, un des candidats à l'investiture des Républicains pour la présidentielle 2022, pense que son atout est de venir de la société civile. En effet, il est médecin et maire de La Garenne-Colombes depuis 20 ans. \"Sur ces deux postes d'observation, je vois des gens qui n'ont pas pu se soigner et qui ont un pouvoir d'achat qui diminue. Parallèlement, je vois aussi une classe politique qui ne fait que commenter quand elle ne vous raconte pas des histoires\", lance Philippe Juvin. Mais le vrai sujet, c'est la recherche de solution. \"Je crois que nous devons changer les parcours. On a toujours les mêmes parcours d'hommes politiques depuis des années\", explique Philippe Juvin. Il est alors nécessaire d'inventer un nouveau modèle de prospérité économique et sociale nous-même. Cela consiste à mettre fin au chaos, à redonner de la liberté aux Français et à réenrichir le pays intellectuellement et économiquement. Par ailleurs, Philippe Juvin croit à la droite du service public. En effet, selon lui, c'est la garantie que partout sur le territoire, tout le monde aura une réponse identique. C'est également une condition de prospérité."	""	TF1	10	30	2021
"\"Il m'a saisi à la gorge\" : les témoignages de professionnels agressés par des anti-pass sanitaire"	"COVID-19 - Menaces, insultes, agressions parfois physiques : les professionnels de la culture et de la restauration font face ces derniers jours à des comportements hostiles de la part de certains clients, en colère contre les contrôles du pass sanitaire.  En quelques jours, l’ambiance s’est crispée à l’entrée des parcs d’attraction, lieux de culture et certains restaurants. Depuis l’extension du contrôle du pass sanitaire à ces établissements, annoncée par Emmanuel Macron le 12 juillet dernier, certains opposants à la mesure s’en prennent directement aux propriétaires des lieux. C’est un homme au pass sanitaire non valide qui s’en est pris au directeur d’exploitation, tandis que ce dernier contrôlait ses clients. La tension a rapidement grimpé. \"Je lui ai proposé de repasser une deuxième fois le contrôle, mais c’était toujours non valide, se souvient le gérant. Mais il a rétorqué qu'il était vacciné depuis plus de sept jours pour la 2e injection, a exigé de passer et m'a dit que je faisais le jeu du gouvernement\", poursuit-il. Une enquête a été ouverte et le directeur a pu bénéficier de trois jours d'incapacité temporaire de travail. Une manifestation a alors été organisée juste devant son restaurant. \"J’ai eu 30 à 40 personnes qui sont venues carrément bloquer le restaurant à son entrée, empêchant les clients de rentrer\", raconte le gérant. Cette fois pas de violences mais des insultes, et même des menaces proférées sur les réseaux sociaux de \"brûler [son] établissement, [lui] faire la peau\". Mais certains clients s’interposent parfois face à un visiteur agressif, et défendent les équipes. Stéphane Connole, animateur scientifique du centre insulté plusieurs fois lors de contrôles, a pu le constater : \"Certains visiteurs s’en s’ont pris à moi verbalement, très ouvertement, et des personnes présentes dans la file sont intervenues, leur demandant d’arrêter en affirmant que je n’y étais pour rien, que ce n’était pas de ma faute s’ils n’avaient pas de pass sanitaire.\" Ce comportement rassure quelque peu les équipes, qui espèrent que la tension retombera avec le temps. Depuis quelques jours, l’animateur de l’aquarium de Biarritz a remarqué que les hostilités s’étaient d'ailleurs apaisées à l’entrée du musée."	""	TF1	8	5	2021
"\"Il ne souhaitait pas qu'un jour je puisse refaire ma vie\" : Isabelle, 48 ans, a survécu à une tentative de féminicide"	"\"Je m'appelle Isabelle, j'ai 48 ans, je suis professeure des écoles et j'ai survécu à un féminicide\". Le 22 février dernier, Isabelle partait pour se rendre sur son lieu de travail, lorsque son ex-conjoint a surgi dans la pièce. \"Il m'a tiré une première fois dans le bas-ventre. Je suis tombée à terre et j'ai essayé de me défendre, raconte-t-elle à France Télévisions. Il m'a tiré une deuxième fois dessus. Mon ex-conjoint a visé mes parties intimes parce qu'il ne souhaitait pas qu'un jour je puisse refaire ma vie avec quelqu'un d'autre.\" \"C'était un acte, je pense, très résolu, froid\" \"C'était un acte, je pense, très résolu, froid. Il était déterminé à ça, c'était son but, assure Isabelle. Les secours sont arrivés rapidement. Ma fille m'a aidée à tenir le choc, ne pas perdre connaissance. Elle m'a parlé, elle était à côté, à me rassurer, à m'encourager, à garder les yeux ouverts.\" Les enfants de la quadragénaire ont eu l'autorisation d'aller la voir en salle de réanimation. Ils lui ont alors appris que son ex-conjoint s'était suicidé. \"Ça a été un moment de soulagement parce que que la traque était finie.\""	Elsa Pallot	France 2	6	22	2021
"\"Illusions perdues\" dans les salles obscures le 21 octobre"	"S'inspirant du chef-d'oeuvre d'Honoré de Balzac, \"Illusions perdues\" raconte l'arrivée d'un jeune provincial plein d'ambition dans le monde impitoyable de la presse parisienne.  Voilà un film qui ramène dans les intrigues des salons parisiens du XIXe siècle. Il veut conquérir Paris, se rêve écrivain, mais doit pactiser avec le monde moderne. \"Là, ce sont des gens qui détruisent des réputations pour de l'argent\", \"c'est plus la fake news d'aujourd'hui\", telles sont les qualifications données par les acteurs principaux, Vincent Lacoste et Benjamin Voisin, de cet œuvre cinématographique. L'intrigue se passe au XIXe siècle et est née plus de 200 ans sous la plume d'Honoré de Balzac. Le réalisateur, Xavier Giannoli, a fait des \"Illusions perdues\" son livre de chevet. \"On peut se demander en lisant le livre qu'il se demande : mais qu'est-ce qu'on peut encore sauver de la beauté et de la dignité, des valeurs humaines importantes dans un monde qui va se livrer à la loi du profit\", précise-t-il. Force est de constater que Balzac inspire les réalisateurs. Ses œuvres ont déjà été adaptés 170 fois au cinéma."	""	TF1	10	16	2021
"\"Je pense que notre opinion a pesé\" : le couvre-feu ne sera pas avancé à 18h en Haute-Savoie"	"Ce samedi, Virginie Duby-Muller, députée LR en Haute-Savoie, a été interviewée par l'équipe du 13H de TF1. Elle a abordé différents sujets dont celui du couvre-feu.  La Haute-Savoie faisait partie de la liste des départements qui pouvaient éventuellement voir leur couvre-feu avancé à 18 heures. Mais on le sait depuis ce samedi matin, il reste à 20 heures. L'on s'interroge alors si c'est grâce à la colère et à la mobilisation des élus locaux. Interviewée sur cette question, la députée LR Virginie Duby-Muller explique que \"de façon unanime, parlementaires et élus locaux avons manifesté notre position et notre hostilité à cet avancement du couvre-feu à 18 heures\". Selon Virginie Duby-Muller, le couvre-feu à 18 heures aurait eu des conséquences importantes pour les commerces de proximité, ainsi que sur les activités sportives et culturelles des plus jeunes. L'élue a également exprimé son inquiétude pour l'économie touristique des stations de ski. Elle affirme n'avoir aucune visibilité sur la prochaine réouverture, mais veut toutefois faire entendre au gouvernement le besoin de reprise de toute une économie déjà fragilisée."	""	TF1	1	9	2021
"\"L'origine du monde\" de Laurent Lafitte, une comédie hilarante au casting de rêve"	Adaptation d'une pièce de théâtre, la première comédie de Laurent Lafitte en tant que réalisateur sort dans les salles obscures mercredi 15 septembre.L'origine du monde, en salles le mercredi 15 septembre est l'adaptation d’une pièce de théâtre de Sébastien Thiéry. Il raconte l'histoire d'un homme qui coche tous les critères de la réussite sociale mais qui n’est tout de même pas heureux de sa situation. Son couple bat de l’aile et son destin bascule quand le médecin lui annonce que sa santé se dégrade. Après avoir consulté un gourou, celui-ci le charge d’une mission impossible. Cette comédie veut aborder les tabous et les interdits La mission loufoque dont il est chargé : prendre une photo des parties intimes de sa mère avec qui il est en froid. Dans cette comédie pour le moins déroutante, Laurent Lafitte veut aborder les interdits et les tabous de la société. Un film osé à l’image du réalisateur signe son premier film en tant que réalisateur.	Philippe Denis	France 3	9	12	2021
