title	description	Authors	Source	Publication Month	Publication Day	Publication Year
"\"Coup de cœur pour nos marchés\" : le marché de Laragne-Montéglin et ses producteurs locaux passionnés"	"A VOUS DE CHOISIR - Le 13H organise l'opération spéciale \"Coup de cœur pour nos marchés\". Le principe : chaque correspondant de TF1 vous emmène à tour de rôle sur un marché de sa région. A vous de choisir votre préféré sur le site internet dédié. Aujourd’hui : celui de Laragne-Montéglin, présenté par Linda Huré.  Chaque jeudi matin, comme depuis 1721, c'est la même agitation qui se met en place dans le centre de Laragne-Montéglin (Hautes-Alpes). Cela fait presque 300 ans que les producteurs y installent leur stand. D'ailleurs, c'est l'un des marchés les plus courus de la région. L'opération \"Coup de cœur pour nos marchés\" du 13H de TF1 met à l'honneur les marchés de nos régions de France. Le marché de Laragne-Montéglin attire les visiteurs non seulement pour son authenticité et sa tranquillité, mais aussi pour ses producteurs locaux passionnés."	""	TF1	6	1	2020
"\"Coup de cœur pour nos marchés\" : le marché de Vienne, le temple des bons produits et des bonnes affaires"	"Pour l'opération \"Coup de cœur pour nos marchés\" du 13 heures de TF1, nos correspondants en région se succèdent pour nous présenter leur marché. Ce vendredi, Gaëlle Charnay nous fait découvrir celui de Vienne (Isère).  Ce vendredi, Gaëlle Charnay nous présente son coup de cœur du plus beau marché dans la région Rhône-Alpes. Il s'agit de celui de Vienne (Isère), en lice pour l'opération \"Coup de cœur pour nos marchés\". En plus de ses délicieux fruits et légumes, celui-ci est aussi connu pour être l'espace le plus organisé du territoire. Entre les commerçants et les 5 000 clients qui s'y rendent chaque samedi, c'est une vraie histoire d'amour. Ce sujet a été diffusé dans le journal télévisé de 13H du 29/05/2020 présenté par Jacques Legros sur TF1. Vous retrouverez au programme du JT de 13H du 29 mai 2020 des reportages sur l'actualité politique économique, internationale et culturelle, des analyses et rebonds sur les principaux thèmes du jour, des sujets en régions ainsi que des enquêtes sur les sujets qui concernent le quotidien des Français."	""	TF1	5	29	2020
"\"Coups de cœur pour nos marchés\" : à Bergues, chez les ch’tis, le fromage à l'honneur"	"A VOUS DE CHOISIR - Le 13H organise une nouvelle opération spéciale : \"Coup de coeur pour nos marchés\". Le principe : chaque correspondant de TF1 vous emmène à tour de rôle sur un marché de sa région. A vous de choisir votre préféré sur le site internet dédié. Aujourd’hui : celui de Bergues, dans le Nord, présenté par François Wasson  L'opération \"Coup de cœur pour nos marchés\" met à l'honneur les marchés de nos régions de France et leurs plus beaux produits. A Bergues, très belle ville flamande révélée par \"Bienvenue chez les ch’tis\", les producteurs locaux déballent leurs produits chaque lundi matin place Gambetta. A l’ombre du beffroi qui résonne, fromage de Bergues, fruits et légumes, saucissons, que du local et du bon ! Un marché où l'on sent, malgré la crise sanitaire liée au coronavirus, la convivialité propre aux ch'tis ! Depuis le 13 mai, les 24 correspondants de TF1 dans les anciennes régions métropolitaines plus La Réunion et la Martinique, vous font découvrir, à raison de deux fois par semaine, leurs coups de coeur pour un marché. De votre côté, vous êtes invités à faire votre choix en votant pour la proposition qui vous tient le plus à cœur. Celle qui aura recueilli le plus de suffrages sera révélée le vendredi 10 juillet par Jean-Pierre Pernaut en direct dans le JT de 13H et sera votre \"coup de coeur des marchés\"."	""	TF1	5	18	2020
"\"Courses contre la montre\", une plateforme créée pour soutenir les commerçants"	"REPORTAGE - Lancé par le quotidien \"Sud Ouest\", le site \"Courses contre la montre\" permet aux commerçants, tous secteurs confondus, de proposer des offres en ligne pendant le confinement. En quelques semaines, des centaines de professionnels s'y sont déjà inscrits.  Pour tenter d'aider les commerçants, le journal Sud Ouest a lancé une plateforme marchande et solidaire en Nouvelle-Aquitaine. Baptisée \"Courses contre la montre\", cette initiative leur permet de garder le lien avec la clientèle. On peut y trouver des produits de première nécessité et des bons d'achat pour des vêtements, des accessoires ou des soins de beauté, le tout à utiliser après le confinement. Ce sujet a été diffusé dans le journal télévisé de 13h du 21/04/2020 présenté par Jacques Legros sur TF1. Vous retrouverez au programme du JT de 13h du 21 avril 2020 des reportages sur l’actualité politique économique, internationale et culturelle, des analyses et rebonds sur les principaux thèmes du jour, des sujets en régions ainsi que des enquêtes sur les sujets qui concernent le quotidien des Français."	""	TF1	4	21	2020
"\"C’est un joyau\" : à la découverte de la vertigineuse Corniche basque"	"Nous vous emmenons découvrir la Corniche basque, un décor unique protégé de l'urbanisation. D'un côté, il y a l'océan. De l'autre, les Pyrénées. Et au milieu, une falaise qui surplombe des vagues, elles-mêmes gigantesques.  La Corniche basque est un espace naturel d'environ 10 km de long, situé entre Saint-Jean-de-Luz et Hendaye. Une falaise sur laquelle viennent s'écraser le vent et la houle du golfe de Gascogne. Le terrain de jeu idéal pour les amateurs de sensations fortes. Sur son paramoteur, perché à 200 mètres d'altitude, Olivier Beristan sillonne l'endroit depuis près de quinze ans. \"C'est un joyau cette corniche. Ce n'est pas possible de se lasser d'un paysage comme celui-là\", s'est-t-il confié à nos reporters. Au sol, la corniche se parcourt en voiture. Mais il est aussi possible de s'aventurer à pied sur les chemins de randonnée. Sur la partie sud, le conservatoire du littoral a sécurisé les sentiers face à l'afflux de touristes ces dernières années. \"On a 250 000 visiteurs sur l'année sur le site. L'ensemble des sentiers sont aménagés avec des clôtures et des ganivelles pour qu'on puisse profiter de l'espace sans être en danger avec la falaise\", nous a expliqué Lionel Sevilla, conservateur du domaine d'Abbadia. Pour protéger cet espace naturel, les constructions sont interdites. Sur les lieux, il y a plus de bétailles que d'habitants. Le seul édifice remarquable est un imposant château construit par Viollet-le-Duc au XIXe siècle. Il s'agit de la demeure d'Antoine d'Abbadie, un explorateur scientifique d'origine irlandaise par sa mère et basque par son père."	""	TF1	11	4	2020
"\"Depuis le temps, les homards ont dû grossir\" : tous les plaisanciers autorisés à reprendre la mer"	REPORTAGE - Depuis ce lundi matin, tous les plaisanciers sont autorisés à reprendre la mer. Une bonne nouvelle pour les amateurs de pêche.  L'activité reprend enfin dans le port de Pors Poulhan, à Plouhinec (Morbihan). Impatients, quelques irréductibles Bretons ont bravé le vent très tôt ce matin. Ce week-end, les habitants ont déjà profité de la marée basse pour réinstaller leur mouillage. C'était également l'occasion de se revoir entre amis. Ce sujet a été diffusé dans le journal télévisé de 13H du 11/05/2020 présenté par Jacques Legros sur TF1. Vous retrouverez au programme du JT de 13H du 11 mai 2020 des reportages sur l'actualité politique économique, internationale et culturelle, des analyses et rebonds sur les principaux thèmes du jour, des sujets en régions ainsi que des enquêtes sur les sujets qui concernent le quotidien des Français.	""	TF1	5	11	2020
"\"Des policiers qui vont juger des policiers, ce n'est pas très rassurant\" : un manifestant témoigne après avoir signalé des violences à l'IGPN"	"France 2 a rencontré une homme ayant saisi la \"police des polices\" en 2019, en vain.Même un an plus tard, les images restent difficiles à visionner pour Tony Dos Santos. Le 20 avril 2019, il manifeste sur la place de la République, dans le 11e arrondissement de Paris quand il s'interpose entre un policier et un casque blanc. Rapidement, le jeune homme est maîtrisé par plusieurs membres des forces de l'ordre. Face contre terre, il ne se rend pas compte que le policier qu'il avait bousculé marche vers lui. Dans un premier temps, ce dernier lui attrape les cheveux, avant de lui assener un coup à la tête. Plus tard, il va presser son genou devant le visage du manifestant. \"À ce moment-là, je suis en train de m'étouffer\", se remémore-t-il. \"Ce n'est pas très rassurant\" À sa sortie de garde à vue, l'homme et son avocat saisissent la police des polices. \"Quand on arrive à l'IGPN, c'est un commissariat. C'est des policiers. (...) Donc déjà, on n'est pas très rassurés, parce que des policiers qui vont juger des policiers, ce n'est pas très rassurant\", explique-t-il. Quelques semaines plus tard, la décision tombe. Malgré les images, l'affaire est classée sans suite."	Thomas Horeau	France 2	2	12	2020
"\"Et demain ?\" : 350 personnalités réunies dans un clip pour aider les hôpitaux"	"REPORTAGE - Pour rendre hommage à ceux qui sont en première ligne pour combattre la pandémie, 350 personnalités ont réalisé bénévolement un clip depuis chez eux.  C'est un acte de solidarité de plus envers les soignants. En quatre jours, 350 personnalités ont créé bénévolement une chanson et son clip pour leur rendre hommage. Intitulé \"Et demain ?, le titre a également pour but de récolter des fonds qui seront reversés à la Fondation Hôpitaux de Paris-Hôpitaux de France. Qui est à l'origine de l'initiative et qui a écrit la chanson ? Nous n'en saurons rien. \"Humilité\" est le mot d'ordre de cette initiative. Ce sujet a été diffusé dans le journal télévisé de 13H du 16/04/2020 présenté par Jacques Legros sur TF1. Vous retrouverez au programme du JT de 13H du 16 avril 2020 des reportages sur l'actualité politique économique, internationale et culturelle, des analyses et rebonds sur les principaux thèmes du jour, des sujets en régions ainsi que des enquêtes sur les sujets qui concernent le quotidien des Français."	""	TF1	4	16	2020
"\"Fabriqué en France\" : des produits plébiscités ?"	"À l'Élysée (Paris), il y a une exposition de 120 produits fabriqués sur le territoire français. Les produits présentés sont très variés. Le \"made in France\" influence-t-il les choix de consommation ?Arnaud Montebourg, ambassadeur du \"made in France\" sur la couverture d'un magazine datant de 2012. Huit ans après, le made in France a-t-il fait une percée ? Les produits tricolores gagnent des points. Désormais, trois-quarts des consommateurs sont prêts à payer plus cher pour acheter national. La partie réalisée en France doit représenter au moins 45% du prix de revient Dans les allées de l'Élysée, les visiteurs sont convaincus par le made in France. \"Pour les produits alimentaires, j'achète beaucoup du local, du bio autour de la maison pour bien consommer\", explique l'un des visiteurs. Il n'y a pas d'aide financière systématique de l'État pour les entreprises qui font du \"made in France\". Pour pouvoir apposer le titre, il faut répondre à deux critères : les produits doivent être assemblés sur le territoire national et la partie réalisée en France doit représenter au moins 45% du prix de revient."	Elsa Pallot	France 2	1	18	2020
"\"Gilets jaunes\" : un retour dans la rue sous haute surveillance à Paris"	"Dans un contexte sanitaire tendu, les \"gilets jaunes\" ont appelé à la mobilisation samedi 12 septembre un peu partout en France. À Paris, un important dispositif de sécurité a été mis en place.Les \"gilets jaunes\" ont prévu de manifester dans plusieurs secteurs à Paris samedi 12 septembre, notamment sur la place de la Bourse. \"Depuis ce matin, les forces de l'ordre ont procédé à 18 interpellations de manière préventive. Ils ont saisi du matériel pouvant être considéré comme des armes. Il faut dire que les contrôles de police sont très nombreux dans la capitale\", explique samedi midi Thomas Cuny, en direct de la place de la Bourse à Paris. Objectif : éviter tout débordement Un gros dispositif policier a été mis en place à Paris. Objectif : éviter tout débordement. \"Place de la Bourse de Paris, des 'gilets jaunes' se sont élancés il y a quelques instants dans les rues. Ce cortège est autorisé par les autorités car il faut dire que c'est une journée test pour les 'gilets jaunes', qui sont aujourd'hui appelés à se mobiliser dans plusieurs grandes villes de France, comme Nantes, Lyon ou encore Toulouse\", conclut le journaliste de France 3."	Pierre-Yves Grenu	France 3	9	12	2020
"\"Il aura été une figure centrale de l'histoire de notre République\" : l'hommage d'Emmanuel Macron à Valéry Giscard d'Estaing"	"Dans une intervention télévisée, le président de la République a rendu hommage jeudi 3 décembre à 20 heures à Valéry Giscard d'Estaing, décédé mercredi à 94 ans.  Le président de la République rend hommage à Valéry Giscard d'Estaing, dont le septennat, dit-il, a transformé la France. \"Le président Valéry Giscard d'Estaing a quitté hier le pays qu'il a aimé et le peuple qu'il a servi. Il part en des temps tourmentés, victime à son tour de ce mal contre lequel nous luttons et qui a bouleversé le monde\", a déclaré Emmanuel Macron au début de son allocution. Valéry Giscard d'Estaing \"aura été une figure centrale de l'histoire de notre République\". \"La défense des femmes et leur promotion à de hautes responsabilités, le divorce par consentement mutuel, la majorité civile à 18 ans, l'interruption volontaire de grossesse, l'intégration de ceux des nôtres qui sont en situation de handicap, si notre société s'est modernisée, ouverte, si nos vies sont plus libres, c'est aussi à son courage et son audace que nous le devons.\" \"Par pudeur, Valéry Giscard d'Estaing ne souhaitait pas que soit organisé en son honneur un hommage national. Ces obsèques se dérouleront donc dans l'intimité familiale. En accord avec son épouse, ses enfants et petits-enfants, à qui je veux dire ce soir notre amitié et notre respect, je décréterai un jour de deuil national le mercredi 9 décembre. Les Français qui le souhaitent pourront écrire quelques mots d'hommage dans nos mairies, et à Paris au musée d'Orsay, ce haut lieu de culture que nous lui devons. Le 2 février prochain, jour de sa naissance, un hommage solennel sera organisé au Parlement européen de Strasbourg\", ajoute Emmanuel Macron."	""	TF1	12	3	2020
"\"Il y a des gens qui n'ont pas internet\" : le tournant numérique de Pôle emploi épinglé par la Cour des comptes"	"RAPPORT - Pôle emploi a beaucoup développé ses services numériques depuis quelques années, au point que cela est devenu obligatoire pour de nombreuses démarches. Le risque est de laisser sur la touche des demandeurs d’emplois qui ne sont pas familiarisés avec le numérique, ou n’ont pas internet. C’est l’une des critiques que pointe la Cour des comptes dans son rapport rendu mardi.  Le numérique, c’est fantastique ? Parfois, cela peut aussi être contre-productif, ou excluant. Ainsi, dans son rapport publié mardi, la Cour des Comptes a ciblé Pôle emploi, en lui demandant de s’intéresser davantage à tous les demandeurs d’emploi qui ne sont pas familiarisés avec le numérique. Car si Internet est devenu quasiment obligatoire pour la plupart des démarches, 5% des chômeurs n'en sont pas équipés, et 13% des demandeurs d'emploi sont peu familiers avec les outils informatiques. Un frein et une inégalité dans la recherche de travail selon la Cour des comptes. A l’agence, les demandes d’aides sont nombreuses. Comme cette jeune maman qui a besoin d'accompagnement pour ses premières démarches. Ou encore ce jeune garçon qui dit faire face à des questions qu’il interprète mal. Une jeune fille confie : \"Je n’ai pas de quoi scanner, pas de quoi imprimer... Au moins ici, si j’ai des choses à faire je peux être aidée.\" Dans son rapport, la Cour des comptes recommande ainsi à Pôle emploi \"d'améliorer la détection\" des personnes qui ont des difficultés numériques et préconise que l'opérateur public \"centre\" son offre numérique sur les outils \"les plus efficaces en terme de recherche d'emploi\"."	""	TF1	2	26	2020
"\"Ils ne reconnaissent plus rien\" : comment les médecins réaménagent leur cabinet pour accueillir les patients"	INTERVIEW - Depuis le passage au stade 3 de l'épidémie, Xavier Pothet, un médecin généraliste à Vanves, a dû réorganiser son cabinet et sa façon de consulter ses malades. Comment a-t-il procédé ?  A Vanves (Hauts-de-Seine), le cabinet du docteur Xavier Pothet a été totalement chamboulé pour accueillir ses patients. La salle d'attente a été aménagée en fonction des consignes barrières. Il a également instauré des consultations pour les gens présentant des signes pathologiques. Les examens cliniques ont également été réorganisés pour réduire les risques de contamination. Ce sujet a été diffusé dans le journal télévisé de 13h du 18/03/2020 présenté par Jacques Legros sur TF1. Vous retrouverez au programme du JT de 13h du 18 mars 2020 des reportages sur l’actualité politique économique, internationale et culturelle, des analyses et rebonds sur les principaux thèmes du jour, des sujets en régions ainsi que des enquêtes sur les sujets qui concernent le quotidien des Français.	""	TF1	3	18	2020
"\"J'ai eu des soins extraordinaires\" : à 88 ans, Daniel a guéri du coronavirus"	"Dans les Ardennes, Daniel, 88 ans, a contracté le Covid-19. Il a dû être hospitalisé dix jours, mais il est désormais guéri et de retour chez lui.A Bogny-sur-Meuse, dans les Ardennes, c’est désormais depuis sa fenêtre que Daniel, 88 ans, peut apprécier le printemps, loin de sa chambre d’hôpital et surtout loin de la maladie. \"Quand je vois les proportions que ça prend, je me demande comment moi, j’ai été guéri\", s’interroge-t-il toujours. Au début du mois de mars, Daniel rend visite à son frère à Crépy-en-Valois (Oise), l’un des premiers foyers de coronavirus en France. Dix jours d’hospitalisation À son retour, Daniel est très fébrile. Il n’a pas de fièvre, mais a perdu l’appétit. Pendant quelques jours, il ne mange pas. Il est pris en charge à l’hôpital de Charleville-Mézières (Ardennes) et y reste dix jours. Depuis, ses voisins, et même le maire, veillent sur lui. \"Il a eu de la chance, mais il a aussi eu cet esprit positif de combativité\", assure l’élu. Daniel est reconnaissant vis-à-vis du personnel qui l’a pris en charge, et il n’hésite pas à parler de miracle."	Pierre-Yves Grenu	France 3	3	26	2020
"\"J'en achète avant qu'il n'y en ait plus\" : les Français se ruent dans les supermarchés pour acheter des masques"	"Depuis lundi 4 mai, les masques grand public sont disponibles dans la grande distribution, qui fait face à un afflux de clients.On pouvait déjà acheter des masques grand public dans les pharmacies et chez les buralistes, mais depuis le lundi 4 mai, c'est dans les grandes surfaces qu'il est possible de s'en procurer. Le gouvernement a encadré le prix, qui ne doit pas dépasser 95 centimes l'unité. Et avant même l'ouverture des supermarchés, il y a avait des dizaines de personnes dans les files d'attente à l'extérieur, notamment à Toulouse (Haute-Garonne). \"Je suis responsable d'un restaurant et j'envisage de rouvrir le 11 pour effectuer de la livraison et à emporter. Pour faire travailler mon équipe, je suis obligée d'avoir des masques. C'est ma responsabilité d'employeur\", confie une femme qui attend au milieu de la foule du jour. À Paris, dans certaines enseignes, les masques étaient disponibles uniquement à la caisse. Et un seul paquet par personne était accordé. Partout en France, les clients redoutent une pénurie. \"J'en achète tout de suite avant qu'il n'y en ait plus\", confie un habitant des Landes. La grande distribution promet pourtant des réapprovisionnements chaque jour."	Philippe Denis	France 3	5	4	2020
