title	description	Authors	Source	Publication Month	Publication Day	Publication Year
24h du Mans : décès du pilote Allan Simonsen	"L'actualité sportive avec ce drame sur le circuit des 24h du Mans. Le pilote danois Allan Simonsen a perdu la vie après une sortie de route au volant de son Aston Martin. On retrouve sur place Gérard Holtz. Bonsoir Gérard. Cela faisait 27 ans qu'il n'y avait pas eu un tel drame sur le circuit des \"24 heures\". Gérard Holtz : Oui, il y a 16 ans, pendant les journées tests. Au bout de dix minutes de course, Allan Siùmonsen perd le contrôle de son véhicule. Vers 17H30, on a appris son décès. On oublie souvent que ces sports sont des sports à risque."	""	France 2	6	22	2013
24h du Mans : suite de la course	Les 24 Heures du Mans ont été endeuillées hier dès le début de la course après l'accident du Danois Allan Simonsen. Cependant la compétition se poursuit. Atmosphère la nuit dernière autour du circuit de la Sarthe. Sur le circuit des 24 H du Mans c'est une épreuve d'endurance. Pour certains spectateurs, la course à la débrouille a commence il y a déjà trois jours. On essaie de repérer les meilleurs places pour voir le spectacle. Le Mans fête cette année ses 90 ans. Les inconditionnels, fiche à la main, lui scrute année après année, les chronos de ses pilotes fétiches. Je regarde que les moteurs passer, cela n'a pas grand intérêt. Une fois par heure, on entoure nos préférés. 24 heures de course non-stop, alors ici, il faut savoir s'organiser. Dans les parkings, ces Anglais ont allume le barbecue dans le coffre du 4x4. Au menu, nous avons poitrine de porc et merguez. Sur le moindre mètre carré, sous la pluie, on campe mais la mauvaise nouvelle d'un accident mortel des le premier tour a un peu casse l'ambiance. C'est toujours triste on ne vient pas là pour ça. C'est une course très dangereuse. Entre-temps la nuit tombe, les campings du Mans ressemblent à ceux de la Côte d'Azur en été pour ces Normands le spectacle est partout. Je suis dans camping. 2h du matin, dans les voitures, c'est la pause. A côte, le voisin est fier de faire chanter la mécanique de son italienne. C'est la plus bruyante. Au petit matin, stand petit-déjeuner.	""	France 2	6	23	2013
4G : des offres suffisamment crédibles ?	il croire aux offres mirobolantes de la 4G ? La 4G, vous le savez, c'est le très haut débit qui permettra un Internet beaucoup plus facile sur les téléphones et les ordinateurs. La norme est en train d'être installée, et un opérateur la propose sans supplément de prix. Ce soir, le gouvernement lui-même s'interroge publiquement sur ces offres à prix cassés. Alors qui faut-il écouter. Que vaut la 4G de Free au même prix que la 3G ? Nous l'avons testée avec ce blogueur spécialisé en téléphonie. D'abord dans le XIXe arr. de Paris, près de plusieurs antennes 4G. Ici, on capte avec 4 barres, le maximum. Nous pouvons visionner une vidéo haute définition. Mais 2 km plus loin, c'est une autre histoire. On est en 3G, on ne peut pas capter la 4G de Free. Plus compliqué pour la vidéo. Ça fait 1 min, et on vient de commencer. Mais elle s'arrête de nouveau après quelques secondes. On a attendu 1 minute pour regarder quelques secondes de vidéo. Une qualité aléatoire pour un forfait Iow cost : 19,99 euros, moins cher que Bouygues et SFR (autour de 30 euros) ou Orange (plus de 40). La concurrence accuse Free de prendre les clients pour des idiots. Pas difficile de donner gratuitement quelque chose qui n'existe pas. La 4G de Free, avec 700 antennes pour toute la France, c'est du vol. Free a moins d'antennes que ses concurrents, qui en ont jusqu'à 5.300, mais promet de rattraper son retard. En fin d'année, on devrait couvrir un peu moins de 30% de la population. C'est assez pour lancer cette offre. Tous les opérateurs l'ont fait. Nos concurrents n'avaient pas plus d'antennes quand ils ont démarré. A Bercy, plusieurs ministres pensent que l'offre de Free peut apparaître comme douteuse et risquée.	""	France 2	12	4	2013
7 Français retenus otages dans le monde	Ce rappel comme chaque semaine. Sept Français sont officiellement retenus en otage dans le monde: 3 en Afrique de l'Ouest et 4 en Syrie. En voici les portraits. Nous ne les oublions pas.	""	France 2	11	6	2013
7 Français retenus otages dans le monde	Comme chaque semaine, nous avons une pensée pour les 7 Français toujours détenus à travers le monde. Deux au Mali, le prêtre enlevé au Cameroun, et nos quatre confrères journalistes retenus en Syrie. Nous ne les oublions pas, ni leurs familles qui s'apprêtent à passer les fêtes de fin d'année sans eux.	""	France 2	12	25	2013
7 Français retenus otages dans le monde	Merci encore. Comme chaque semaine, nous avons une pensée particulière pour les 7 Français toujours détenus à travers le monde. Deux au Mali, le prêtre enlevé au Cameroun, et nos quatre confrères journalistes qui, eux, sont retenus en Syrie. Nous ne les oublions pas. C'est la fin de ce journal, merci de nous avoir suivis. Tout de suite, la météo. Ce soir, vous retrouverez David Pujadas. Bon après.	""	France 2	12	11	2013
7 Français retenus otages dans le monde	Pierre Perret : On a beaucoup ri, les enfants riaient surtout à cause des mots interdits.	""	France 2	12	4	2013
9 Français otages dans le monde	Et comme chaque semaine, une pensée particulière pour les neuf Français toujours retenus en otage dans le monde. Sept dans le Sahara auxquels s'ajoutent nos deux confrères, Didier François et Edouard Elias, détenus en Syrie. Nous ne les oublions pas.	""	France 2	9	18	2013
9 Français retenus otages dans le monde	Une pensée pour les neuf Français retenus en otage dans le monde. Sept en Afrique de l'Ouest dans la zone du Sahara auxquels s'ajoutent nos deux confrères, Didier François et Edouard Elias, détenus en Syrie depuis 2 mois.	""	France 2	8	21	2013
A SUIVRE* Contrôles* Belle-île* Patrimoine	A suivre : Plus de 72.000 contrôles depuis début juin par la répression des fraudes. Reportage d'une traque anti-arnaque dans un camping. 24 heures à l'hôpital de Belle-Ile-en-Mer. Comment s'organise la vie médicale dans un haut lieu du tourisme ? La tour Saint-Jacques, à Paris, va ouvrir ses portes au public, tous les week-end jusqu'en septembre. Une première. En un mois, la Répression des fraudes a effectué 72.400 contrôles. Ses 3.000 agents frappent au hasard et sans prévenir. Notre équipe a suivi une inspection surprise dans un camping de Palavas-Ies-Flots.	""	France 2	8	2	2013
A SUIVRE*Enterrement de vie de jeune fille*Sports week-end*Johnny	Un samedi de sport avec l'avant dernière étape du Tour de France et Christopher Froome assuré de gagner demain sur les Champs-Elysées, et la 1re journée timide des Français aux Mondiaux d'athlétisme handisport. Johnny Hallyday sous l'oeil de la caméra de Claude Lelouch. Les premières images exclusives du tournage du film. Mais d'abord, il y a des pièces de un euro qui valent de l'or.	""	France 2	7	20	2013
A la une : 4 otages français libérés au Niger	Retour à présent sur l'information du jour, on l'a appris vers 18h : la libération des quatre français enlevés au Niger il y a plus de 3 ans Thierry Dol, Pierre Legrand, Daniel Larribe et Marc Féret. Ils ont été enlevés a Arlit alors qu'ils travaillaient pour Areva. Nous serons en direct dans un instant avec plusieurs de leurs proches. Après plus de trois ans, Thierry Dol, tout sourire, goûte ses premiers instants de liberté. L'accolade du ministre de la défense et très vite quelques mots pour ses proches.	""	France 2	10	29	2013
A la une : Jérôme Cahuzac quitte le gouvernement	Guillaume DARET	""	France 2	3	18	2013
A la une : des allocations trop coûteuses	Il est satisfait. Il a été parfait. De plus en plus impressionnant.	""	France 2	6	2	2013
A la une : grand froid en France	Avant de se quitter, un rappel. Avec ce coup de froid qui va se prolonger demain sur toute la France, avec des températures de moins 10 degrés ressenties dans les Bouches du Rhône et notamment a Marseille. La neige a fait son apparition cet après-midi dans le Var.	""	France 2	2	22	2013
A la une : la détresse des père s'exprime	"MERCI à tous les 3 pour ce moment passé avec vousMOBIUS avec l'excellent TIM ROTH également sur les écrans le 27 février. JEAN DUJARDIN direction les OSCARS. MERCI CECILE DE France. Et DANIEL COHN BENDIT votre livre POUR SUPPRIMER LES PARTIS POLITIQUES. A très bientôt. VOUS NOUS CONFIRMEZ LA POLITIQUE les élections c'est FINI ?SALLE DEDICACE ?-SI un jour l'Europe décide de vous dédier une salle une commission que vous rendre Hommage et notamment à votre incroyable assiduité au parlement . Laquelle vous choisiriez ?---------La Une de cette fin de week-end avec un titre : \"mon fils, ma bataille\". Allusion au cri d'alarme de ce père séparé et privé de son enfant quis'apprête à passer sa troisième nuit en haut d'une grue à NANTES. Jean-Marc Ayrault a demandé cet après-midi à deux de ses ministres, Christine Taubira et Dominique Bertinotti de recevoir la semaine prochaine des associations qui défendent les droits des pères dans des cas de divorc"	""	France 2	2	16	2013
A6 : accident bus et autocar, les deux chauffeur décédés	On est partis plus tôt, à 3 H. Il va falloir s'armer de patience. Un nouvel accident de car cette nuit sur l'autoroute A6 en Saône-et-Loire. Le bus a percuté l'arrière d'un poids lourd. Il y a deux morts, les deux chauffeurs, et 5 blessés. De l'avant du car, il ne reste qu'un amas de tôles. Vers 0H30 sur l'A6, à hauteur de Fleurville, ce car venu d'Allemagne percute l'arrière d'un camion, pour une raison encore indéterminée. Les deux chauffeurs du car sont tués dans l'accident. Le choc a été relativement violent. On a mis plus d'une heure pour desincarcerer les deux victimes. Le car venait de Cologne et allait vers la Costa Brava en Espagne. A bord, une cinquantaine de jeunes Allemands de 15 a 17 ans. Cinq personnes ont été hospitalisées, deux accompagnatrices et trois adolescents. On a fait des scanners complets des enfants pour être sûrs qu'il n'y ait pas de lésions graves. Les 49 rescapés ont été hébergés dans une salle des fêtes à Fleurville et pris en charge par la Croix-Rouge. Le consul d'Allemagne est attendu dans la journée. Certains jeunes pourraient décider de poursuivre le trajet malgré tout. Un car est arrivé sur place en fin de matinée.	""	France 2	8	17	2013
Abdelhakim Dekhar, un passé judiciaire déjà chargé	L'homme n'est pas un inconnu des services de police, même s'il n'était pas répertorié. Il avait déjà été impliqué dans une affaire retentissante il y a presque 20 ans. Les experts l'avaient décrit comme souffrant de troubles du comportement. Personne en voyant les images de vidéosurveillance n'avait reconnu Abdelhakim Dekhar. En 1994, il était resté dans l'ombre de Florence Rey et Audry Maupin. Le 4 octobre 94, le couple muni de fusils à pompe attaque une fourrière à la périphérie de Paris pour prendre des armes aux gardiens. La course-poursuite avec la police s'achève place de la Nation: 3 policiers et un chauffeur de taxi sont tués. Audry Maupin est abattu. Dans le squat qu'occupait le couple à Nanterre, les enquêteurs découvrent l'existence d'Abdelhakim Dekhar. Il leur a fourni un fusil à pompe, qu'il a acheté sous son identité. Il se dépeint comme un agent chargé d'infiltrer l'ultra-gauche. Il a raconté qu'il était infiltré dans ce milieu, qu'il était agent pour le consulat d'Algérie à Paris. Après il disait qu'il travaillait pour la DGSE, les RG. Lors du procès en 1998, il refuse d'être filmé dans le box aux côtés de Florence Rey. Il est condamné a 4 ans de prison pour association de malfaiteurs. Son avocate se souvient. Il était affabulateur mais pas mythomane, je pense qu'il avait un ego surdimensionné, que c'était quelqu'un qui avait besoin d'exister. On retrouve sa trace à Londres en 2000. Il s'y marie et ses proches y vivent toujours. Il revenait régulièrement en France mais avec quelle motivation ? C'est ce que les enquêteurs devront déterminer. Bonsoir Pauline Jaclin, vous suivez l'enquête pour nous.	""	France 2	11	21	2013
Accident de car : le chauffeur endormi ?	En direct de Fitou, on retrouve Anne Domy, bonjour. Quelles sont les premières hypothèses des enquêteurs. Anne Domy : L'hypothèse la plus plausible pour les enquêteurs c'est que le chauffeur s'est endormi. Ce dernier a une version très différente. Il explique que c'est un passager qui l'aurait forcé à s'arrêter et il aurait mis un coup de volant. La version est démentie par plusieurs passagers. Les 39 passagers expliquent qu'il y a eu une altercation entre le chauffeur et un passager mais pas au moment de l'accident. Les enquêteurs essaient de faire parler le disque.	""	France 2	8	11	2013
Accident de ski de Michal Schumacher, les circonstances	D'abord, je vous propose d'écouter Michael Schumacher lui-même. Jean-DAniel Flaysakier : Sans casque Michael Schumacher aurait probablement été tué sur le coup. Mais l'énergie générée parlé choc a été absorbée parlé cerveau qui a été balloté dans tous les sens. Ce qui explique la multitude des saignements et donc des hématomes. Hématomes auxquels il faut ajouter un oedème a cause de l'inflammation. Le volume augmente le cerveau DOUSSG La boite crânienne c'est de l'os, ce n'est pas extensible. A un moment, le risque majeur est donc de voir le cerveau refoulé sous la pression vers la base du crane, vers un orifice appelé le trou occipital. Cette action, appelée engagement est gravissime car cette descente sous pression vers la moelle épinière va entrainer des atteintes de centres nerveux vitaux, notamment ceux qui contrôlent la respiration et le rythme du coeur. Il faut donc tout faire pour réduire la pression intracrânienne En dehors des diverses drogues utilisables en urgence, il est aussi souvent nécessaire de faire un 'volet'. Il s'agit de découper un peu de la boite crânienne afin de laisser au cerveau un peu plus d'espace et de pouvoir également aspirer l'hématome réduire la compression et abaisser ainsi la pression à l'intérieur du crane. C'est au cours des 48 premières heures que la situation est la plus difficile à contrôler et il faut donc attendre demain soir pour commencer à évaluer vraiment la situation de Michael Schumacher.	""	France 2	12	30	2013
Accident de train : dons de sang solidaires	L'accident s'est produit à quelques kilomètres de la gare de Saint-Jacques, et donc dans une zone urbaine. Alors, hier soir, lorsque les wagons ont déraillé, beaucoup se sont précipités pour porter secours aux victimes. Des files d'attente sur des dizaines de mètres. Toute la nuit, ces habitants de la région de St-Jacques de Compostelle sont venus donner leur sang, après l'appel des secouristes. On est des êtres humains. Donner un coup de main ça coûte rien. Les gens ont beaucoup aidé. Ces unités mobiles permettent d'augmenter les capacités de transfusion de l'hôpital. Les médecins manquent de sang, tous les groupes sont recherchés. Ce matin, les donneurs étaient encore nombreux. J'ai entendu a la télé qu'ils avaient besoin de beaucoup de sang. Je suis O négatif. Si j'avais été d'un autre groupe, je serais venue quand même pour aider. Je n'ai jamais vu un telle catastrophe.	""	France 2	7	25	2013
Accident de train Paris-Limoges : témoignage d'un rescapé	Une semaine après la catastrophe ferroviaire de Bretigny-sur-Orge, Ils étaient dans le train Paris- Limoges mais n'ont pas été blessés. En revanche, le traumatisme est immense. C'était il y a une semaine. Le train vient de dérailler. Les passagers sortent un a un des wagons broyés. Ces scènes, Jean-Robert Baroux les a vécues. Avec sa compagne ils étaient dans le train pour un week-end à Limoges. Ce commerçant parisien reste traumatisé. On revoit toujours ces scènes atroces. J'ai des images : le choc du train, et, en sortant du wagon, deux cadavres gisant à 3 m de moi. C'est cette image qui revient. Oui. Là, ce sont vos yeux qui voient quelque chose d'epouvantable. C'est surtout un son qui le hante. Un bruit de froissement, de frottement de ferraille sur du béton. Des cris, des cailloux projetés, comme des impacts de balles. Il sait qu'il lui faudra du temps pour passer à autre chose. Pour l'instant, il ne souhaite pas consulter de psychologue.	""	France 2	7	19	2013
Accident de train en Suisse : les hypothèses	Drame de la route en Italie et nouvel accident ferroviaire en Suisse, la série noire continue. Deux trains régionaux sont entrés en collision hier, faisant un mort et de nombreux blessés. C'est le 4e accident du genre en à peine un mois. Bonsoir Etienne Prigent. Le conducteur serait en cause. Etienne Prigent : C'est la thèse des enquêteurs. Le non-resect de la signalisation lumineuse par le conducteur qui quittait la gare Il a survécu en se protégeant au fond de la rame. L'autre conducteur est lui mort dans un amas de ferraille, il était français avait 2' ans Les repsonsabilités pénales ne sont aps encore connues,; Le contenu de la boite noire n'a pas encore été examnié. Le réseau secondaire aurait besoin d'être amélioré. Dans les trains il y avaitu ne quarantaine de passagers, 26 ont été hospitalisés dans un état de choc Le premier train circulait à 40km/h. LA collision a été frontale, violente.	""	France 2	7	30	2013
Accident ferroviaire en Espagne : l'émotion des familles	Celui de Francisco Garzon, 52 ans, mercredi soir à Saint-Jacques de Compostelle (Espagne). On reviendra dans un instant sur le profil de cet homme. C'est toujours la douleur qui domine chez les familles des victimes. Une épaule à laquelle s'accrocher. Une embrassade pour quelques secondes de réconfort. Une à une, les familles de victime ébranlées par ce qu'elles viennent de voir, quittent ce gymnase transformé en chapelle ardente. A l'intérieur les corps de 78 personnes. Pour eux, une épouse, un frère, un père qu'il faut reconnaître. Cet homme est venu identifier ses voisins. C'etait un couple marié. Ils étaient venus passer leur vacances c'est pour venir en vacances qu'ils ont pris ce train. 48 heures après l'accident, les larmes n'ont pas cessé de couler. Hier soir, au centre de crise, le regard perdu, les yeux rougis, les proches de victimes viennent aux nouvelles. Les autorités devaient annoncer la liste définitive des morts, mais plusieurs corps n'ont pas été identifiés à temps. On n'a toujours pas de nouvelles. Toujours pas. En attendant les résultats des tests ADN, l'attente insoutenable se prolonge de quelques heures. Mon frère avait pris le train pour me faire une surprise. Il vit à Madrid et il est monté dans ce train. Vous ne le saviez pas. Non, je n'étais même pas au courant. désormais on ne sait pas comment il va. S'il est mort ou blessé. Hier, une femme grièvement blessée, incapable de parler, a été reconneu grâce à son alliance 15 heures après l'accident. Une lueur d'espoir pour certains. Désormais, il n'y a plus que des cadavres a identifier. Vous cherchez toujours quelqu'un. Non, nous l'avons trouvé. C'est terminé. Des instants douloureux, très difficiles à surmonter pour les proches des 78 morts. Bonsoir Franck Genauzeau. Vous êtes à Saint.	""	France 2	7	26	2013
Accord sur l'emploi : une mobilisation sociale restreinte	Deuxième grand titre ce soir. Ils promettaient une mobilisation massive. Elle est finalement moins importante que prévu. Les opposants à l'accord sur l'emploi étaient, aujourd'hui, dans la rue, 24 heures avant la présentation du texte en conseil des ministres. Dans un instant, on évoquera les points qui font débat. D'abord, les cortèges avec Laurent DESBONNETS avec nos bureaux en région	""	France 2	3	4	2013
Acheter français : l'Etat mauvais élève	Encore une fois, deux poids, deux mesures, comme si les élites pouvaient s'exonérer des efforts qu'ils demandent à la population. La décision de Philippe Varin est donc la bonne. Merci François. Economie encore, avec cette menace d'Arnaud Montebourg. Le ministre du Redressement productif envisage de dissoudre la Centrale d'achat publique. C'est l'organisme qui est chargé d'acheter les voitures de la police, les uniformes des gendarmes et bien d'autres choses. Paradoxe : alors que le patriotisme économique est mis en avant, les commandes sont souvent passées à des entreprises étrangères. L'Etat n'achète toujours pas assez français. Dans le colimateur, l'Ugap, la centrale d'achat qui passe les commandes pour les organismes publics. Son catalogue exclut trop les produits français. On ne peut pas accepter que les impôts des Français servent à garnir les carnets de commande situées à 20.000 km. Ce n'est pas la peine d'avoir un organisme public qui sert a ça. Près de 3 millions de biens sont achetés via ce catalogue. A côté des véhicules français, on trouve cette voiture et ce bus allemand. L'Etat mauvais acheteur la question a déjà fait polémique. Les scooters de La Poste achetés à TaTwan. Les cartes vitale achetées en Inde. Des choix parfois désastreux. cette PME fabrique des appareils pour remplacer les contraventions papiers. Ces produits sont achetés dans le monde entier sauf par la France. la centrale d'achat a choisi des concurrents étrangers. L'un vient de Corée et l'autre du Canada. la PME a vu son éveloppement stoppé.	""	France 2	11	27	2013
Administration : plus de simplicité ?	Dans la restauration, le commerce et l'artisanat, des dizaines de milliers d'emplois. N.de Rincquesen: Venons.	""	France 2	7	17	2013
Adolescence : l'âge des premières fois	Retour en France avec cette étude oroginale menée pour le compte de l'Education Nationale et de l'INSERM. Elle concerne nos premières fois. Première cigarette, premières relations sexuelles ou autres. A quel âge se fait l'initiation à la vie d'adulte ?. Voici cet état des lieux en France. Caroline SINZ, Vincent BARRAL	""	France 2	4	9	2013
Adoption : le destin d'une fratrie	Le dossier de cette édition maintenant. L'adoption est toujours une aventure souvent merveilleuse, parfois délicate ou périlleuse. Mais que dire de l'adoption d'une fratrie ? C'est une démarche de moins en moins exceptionelle parce que les règles de l'adoption sont de plus en plus contraignantes. Voici l'histoire hors du commun d'une famille qui a adopté 4 frères et soeur. 4 enfants de Létonnie qui ont aujourd'hui entre 2 ans et demi et 7 ans et demi. Reportage Florence GRIFFOND, Vivien ROUSSEL	""	France 2	3	24	2013
