title	description	Authors	Source	Publication Month	Publication Day	Publication Year
"\"C'est quelque chose qui est courant\" : les médecins de plus en plus confrontés aux insultes et aux agressions"	"Les médecins sont de plus en plus souvent victimes de violences. Les agressions recensées ont bondi de 9% en 2018.Des insultes de la part de certains patients, des menaces... En quinze ans, le docteur Bertrand Legrand en a entendu trop souvent dans son cabinet d'un quartier sensible de Tourcoing (Nord). En mars dernier, suite à un conflit, la situation dérape avec une patiente qu'il connait depuis de longues années. La femme du médecin filme la scène, qui dure plusieurs minutes, avec son portable. Le médecin ne perd à aucun moment son calme, il a appris à gérer ces situations critiques. \"Je suis habitué (...) j'ai fait 36 signalements à l'Ordre des médecins, c'est quelque chose qui est courant chez moi (...) ma femme a été particulièrement choquée\", confie-t-il. Plus d'un millier d'agressions en 2018 Au total, 1 126 agressions de médecins ont été recensées en 2018, 9% de plus qu'en 2017 et parmi elles, 7% étaient des agressions physiques et 68% des agressions verbales ou menaces. De plus en plus de cabinets de médecins sont équipés de caméras de surveillance et de boutons d'alarme directement reliés à la police."	Elsa Pallot	France 2	4	4	2019
"\"C'est quoi cette Mamie ?!\", un film à regarder en famille"	"JT 13H - Le film \"C'est quoi cette Mamie ?!\" sort en salles le 7 août 2019, avec Chantal Ladesou dans le rôle-titre.  \"C'est quoi cette Mamie ?!\" est le nouveau film de Gabriel Julien-Laferrière. L'actrice Chantal Ladesou incarne une grand-mère fêtarde et loin des clichés dans ce long-métrage. Alors qu'en général, les vacances chez les grands-parents rassurent les parents, c'est tout le contraire dans cette aventure. Ce film familial est à découvrir dans les salles obscures à partir du 7 août 2019. Ce sujet a été diffusé dans le journal télévisé de 13h du 04/08/2019 présenté par Audrey Crespo-Mara sur TF1. Vous retrouverez au programme du JT de 13h du 4 août 2019 des reportages sur l'actualité politique économique, internationale et culturelle, des analyses et rebonds sur les principaux thèmes du jour, des sujets en régions ainsi que des enquêtes sur les sujets qui concernent le quotidien des Français."	""	TF1	8	4	2019
"\"C'était ça ou la disparition du mouvement\" : Marine Le Pen se confie sur l'exclusion de son père du FN"	"L'essentiel JT 20H - La présidente du Rassemblement national explique ce qu'elle a ressenti lorsqu'elle a exclu son père Jean-Marie Le Pen du FN, dans le documentaire \"Le Pen, la politique en héritage\", diffusé ce mardi soir à 20h50 sur LCI.  LCI va diffuser ce mardi 12 mars 2019 à 20h50 \"Le Pen : la politique en héritage\". Un document exclusif qui met en avant l'histoire d'une famille dévorée par l'ambition politique. Découvrez ce cours extrait dans lequel Marine Le Pen raconte comment elle a vécu l'éviction de son père Jean-Marie Le Pen du Front national. Ce sujet a été diffusé dans le journal télévisé de 20H du 12/03/2019 présenté par Gilles Bouleau sur TF1. Vous retrouverez au programme du JT de 20H du 12 mars 2019 des reportages sur l’actualité politique économique, internationale et culturelle, des analyses et rebonds sur les principaux thèmes du jour, des sujets en régions ainsi que des enquêtes sur les sujets qui concernent le quotidien des Français."	""	TF1	3	11	2019
"\"CRRC est l'un des monstres étatiques créés par Pékin pour conquérir le monde\", selon François Lenglet"	L'essentiel JT 20H - La raison qui avait poussé Alstom et Siemens à se marier, c'est la présence de plus en plus menaçante d'un concurrent chinois. Est-ce qu'il faut en avoir peur ?  Ce champion chinois est en passe de devenir pour le ferroviaire ce que Huawei représente pour la télécom. CRRC est déjà numéro un mondial avec une armée de 180 000 salariés, un chiffre d'affaires de 28 milliards d'euros et une présence dans 104 pays. L'industriel est déjà présent en Autriche, en République Tchèque, en Allemagne et même en France où il a investi dans une entreprise des Ardennes. Ce sujet a été diffusé dans le journal télévisé de 20H du 06/02/2019 présenté par Gilles Bouleau sur TF1. Vous retrouverez au programme du JT de 20H du 6 février 2019 des reportages sur l’actualité politique économique, internationale et culturelle, des analyses et rebonds sur les principaux thèmes du jour, des sujets en régions ainsi que des enquêtes sur les sujets qui concernent le quotidien des Français.	""	TF1	2	5	2019
"\"Cash Investigation\" : les dérives de la pêche industrielle"	"Le système DCP, dont les pêcheurs français abusent dans l'océan Indien, met en danger la survie des thons et d'autres poissons ou espèces marines.Un reportage de \"Cash Investigation\", diffusé mardi 5 février, s'attaque aux dangereuses pratiques des pêcheurs français dans l'océan Indien. D'abord, ils encerclent leurs proies avec un énorme filet qui ramasse tout, sans distinction. Les thons et les autres poissons se débattent, la mer devient rouge sang. Avec une salabarde, une grande épuisette, toute la pêche est remontée sur le pont. \"Un véritable gâchis\" Henri a travaillé sur des thoniers. À maintes reprises, il a assisté à ces captures à grande échelle. \"La salabarde remonte cinq tonnes de poissons, tous confondus. Il y a un tri qui est fait sur le pont de manœuvre arrière par l'équipage. On va trouver toutes les espèces : requins, merlans, espadons, raies\", explique-t-il. \"Toutes les espèces qui ne les intéressent pas sont mises sur le pont. Ils ne s'en occupent qu'une fois que le filet est remonté\", précise-t-il. Des poissons qui vont donc mourir sur le pont. Le gaspillage de la ressource se poursuit dans les cales du bateau. Le thon est envoyé directement vers les cuves. Les autres espèces sont rejetées, parfois vivantes, mais très souvent mortes. \"C'est un véritable gâchis. On est en train de massacrer tout ce système pour que les compagnies puissent pêcher, avec aucun respect pour la nature ou l'océan\", déplore Henri. La pratique est pourtant légale. Un reportage à retrouver en intégralité, mardi 5 février à 21h05, dans \"Cash Investigation\"."	Elsa Pallot	France 2	2	5	2019
"\"Ce soir, j'ai beaucoup de peine\" : ému, Alain Juppé salue \"plus qu'un ami\" après la mort de Jacques Chirac"	"Alain Juppé, qui a accompagné Jacques Chirac pendant plusieurs décennies dans la vie politique, évoque avec émotion \"un ami\" sur le plateau du 20 Heures.Alain Juppé n'a pas caché son émotion, jeudi 26 septembre, sur le plateau de France 2. L'ancien Premier ministre, premier chef de gouvernement de Jacques Chirac, a réagi à la mort de l'ancien président de la République jeudi, à l'âge de 86 ans. \"Jacques Chirac était plus qu'un ami, pas tout à fait un père\", a déclaré le membre du Conseil constitutionnel. L'ancien chef d'Etat était, dit-il, \"un homme politique avec lequel j'ai entretenu pendant 40 ans une relation de confiance, de compréhension, de fidélité réciproque, qui je crois est assez unique dans la vie politique\". Proche historique de Jacques Chirac, l'ancien maire de Bordeaux a également salué son \"charisme, sa force d'entraînement\". \"Il avait ce talent d'entrainer avec lui, avec beaucoup d'énergie, les militantes et militants qui lui faisaient confiance\", a-t-il relaté. Jacques Chirac \"a si profondément marqué l'histoire\" Prenant la parole après l'allocution d'Emmanuel Macron, Alain Juppé a évoqué \"un très bel hommage\". \"Je crois qu'il a su trouver les mots, et qu'il a mis en lumière toutes les facettes de cet homme complexe, qui a si profondément marqué l'histroire de France\", et même \"l'histoire de l'Europe et sans doute l'histoire du monde\", a déclaré l'ancien Premier ministre."	Elsa Pallot	France 2	9	26	2019
"\"Charlie Hebdo\" : la veuve de Georges Wolinski veille sur le souvenir de l'artiste"	"Maryse Wolinski garde vivace l'héritage de l'humoriste fauché par les frères Kouachi le 7 janvier 2015.Des petits mots tendres, des photos, et les lunettes du dessinateur. Il est partout. Dans l'appartement de sa femme, c'est comme si Georges Wolinski venait de sortir. Pour Maryse Wolinski, le temps s'est arrêté il y a quatre ans, le 7 janvier 2015, le jour où les frères Kouachi ont tué son mari dans les locaux de Charlie Hebdo. \"J'étais traversée par une espèce de foudre, dans tout mon corps. Et je me souviens, je me suis dit : 'Tu n'auras plus la même vie'\", se rappelle-t-elle. \"Georges m'a appris à rire\" Maryse et Georges Wolinski, c'était quarante-sept ans d'amour et de complicité. \"Georges m'a appris à rire. J'ai appris la vie avec lui. Vraiment\", explique la veuve du dessinateur. Pour faire vivre la mémoire de Wolinski, Maryse a exhumé des dessins méconnus. C'est devenu un livre sur les falaises. Une obsession de Wolinski, fasciné par la chute et par le vide."	Philippe Denis	France 3	1	7	2019
"\"Damien veut changer le monde\", une histoire d'immigration aux solutions pas très orthodoxes"	"JT 13H - Le film \"Damien veut changer le monde\" sort dans les salles obscures le 6 mars 2019.  Réalisé par Xavier de Choudens, \"Damien veut changer le monde\" est une comédie inspirée de faits réels. Le Damien en question est surveillant dans une école. Il décide d'aider un élève et sa mère menacés d'expulsion. Pour lui, le dicton \"une fois n'est pas coutume\" perd tout son sens. En effet, il enchaînera par la suite les reconnaissances d'enfant. Un film d'actualité à ne pas rater le 6 mars 2019. Ce sujet a été diffusé dans le journal télévisé de 13h du 03/03/2019 présenté par Audrey Crespo-Mara sur TF1. Vous retrouverez au programme du JT de 13h du 3 mars 2019 des reportages sur l'actualité politique économique, internationale et culturelle, des analyses et rebonds sur les principaux thèmes du jour, des sujets en régions ainsi que des enquêtes sur les sujets qui concernent le quotidien des Français."	""	TF1	3	3	2019
"\"Donne-moi des ailes\" : quand les oies deviennent actrices !"	"JT 20H - \"Donne-moi des ailes\" sortira dans les salles mercredi prochain. Ce film est l'aboutissement d'un projet fou mené par un père et son fils. Leur espoir est de sauver les oies sauvages, une espèce en voie de disparition.  C'est l'histoire d'un homme qui, avec son fils, va tenter de sauver une espèce d'oies sauvages, en voie de disparition. Cette histoire vraie, celle de Christian Moullec, a été adaptée au cinéma et le film sortira mercredi 9 octobre 2019. Le tournage a été en lui-même une aventure, car évidemment, les oies n'ont pas été des actrices simples à diriger. Ce sujet a été diffusé dans le journal télévisé de 20H du 06/10/2019 présenté par Anne-Claire Coudray sur TF1. Vous retrouverez au programme du JT de 20H du 6 octobre 2019 des reportages sur l'actualité politique économique, internationale et culturelle, des analyses et rebonds sur les principaux thèmes du jour, des sujets en régions ainsi que des enquêtes sur les sujets qui concernent le quotidien des Français."	""	TF1	10	6	2019
"\"Elle m'a dit qu'elle se faisait mordre aux jambes\" : le témoignage du compagnon d'Élisa, tuée par des chiens dans l'Aisne"	"Élisa, 29 ans, a été tuée par des chiens dans une forêt de Retz, sur la commune de Saint-Pierre-Aigle (Aisne). Avant de mourir, la jeune femme avait appelé son compagnon. Christophe a accepté de témoigner.Une véritable tragédie. Samedi 16 novembre, en début d'après-midi, Élisa, une femme enceinte de 29 ans a été retrouvée morte dans une forêt de Retz, sur la commune de Saint-Pierre-Aigle (Aisne), près de Soissons. D'après les premiers éléments de l'enquête, elle serait décédée à la suite d'une attaque de chiens pendant qu'elle se baladait avec le sien, Curtis. \"Elle n'arrivait pas à tenir Curtis\" La victime enceinte de six mois s'est très vite sentie menacée. Elle a immédiatement appelé son compagnon pour lui dire qu'elle était en danger. Christophe a alors pris la route avant de retrouver le corps sans vie de sa compagne. Sous le choc, il a accepté de témoigner. \"Elle m'a appelé en me disant que, grosso modo, il y avait plusieurs chiens, qu'elle se faisait mordre aux jambes et aux bras et qu'elle n'arrivait pas à tenir Curtis car il y avait trop de chiens autour d'elle\", révèle-t-il. Une information judiciaire contre X a été ouverte."	Philippe Denis	France 3	11	20	2019
"\"Elles sont dans le désert, sans eau, sans nourriture\" : des proches des femmes de djihadistes français détenues dans les camps kurdes s'inquiètent"	L'essentiel CHAOS - Des centaines de membres de familles de djihadistes, qui étaient gardées dans des camps par des Kurdes, se sont échappés ou pourraient s'échapper dans les prochains jours, du fait de l'offensive turque en Syrie. Les proches des femmes françaises, considérées comme proches de Daech, redoutent ce qui pourrait leur arriver.  Dans le camp d’Aïn Issa, des centaines de femmes, dont neuf françaises, considérées comme proches de Daech, et leurs enfants, étaient encore gardés jusqu’à il y a peu. Mais la situation a complètement changé depuis le début de l’offensive turque en Syrie. Les autorités kurdes, qui contrôlaient ce camp, affirment que 800 personnes ont profité des bombardements pour fuir le camp. Deux autres camps détiennent des femmes françaises et leurs enfants : Al-Roj, près des frontières turque et irakienne, et Al-Hol, plus au sud. C’est là que sont détenus les neveux et la sœur d’Amine Elbahi. Elle a épousé la cause de Daech et rejoint la Syrie en 2014. La justice française l’a condamnée à 30 ans de réclusion.	""	TF1	10	13	2019
"\"Envoyé spécial\" : des lunettes pour les oubliés de l'Himalaya"	"France 2 a suivi neuf Français qui mettent leurs compétences médicales au service des habitants de l'Himalaya. Un documentaire diffusé dans \"Envoyé spécial\" jeudi 24 octobre à 21 heures.C'est une zone particulièrement difficile d'accès. Le Zanskar est une région de l'Inde, traversée par la chaîne de l'Himalaya. Dans ce territoire reculé, personne ne peut s'offrir de consultation médicale, encore moins de lunettes. Julie, une jeune Française, sait identifier les problèmes de vue et les rectifier. 3 000 paires usagées ont été récoltées à travers tout l'Hexagone et l'équipe les a classées en fonction des corrections. Un document à retrouver jeudi à 21 heures Une adolescente de 15 ans peine à voir le tableau présenté par la bénévole. Grâce à Julie, elle va pouvoir observer pour la première fois la chaîne de l'Himalaya sans difficulté. \"Jusque-là, je voyais vraiment flou\", confie la jeune fille. Désormais, l'écolière va pouvoir reprendre une activité normale et se dit \"très émue\". Retrouvez l'intégralité du document \"Himalaya, des médecins au sommet\", diffusé dans \"Envoyé spécial\" jeudi 24 octobre à 21 heures sur France 2."	Thomas Horeau	France 2	10	24	2019
"\"Foulards rouges\" : les premiers manifestants dans Paris"	"Après 11 semaines de mobilisation des \"gilets jaunes\", les \"foulards rouges\" se sont retrouvés à Paris dimanche 27 janvier.Ils étaient un peu plus de 10 000 dans les rues de Paris. Pour répondre aux \"gilets jaunes\", des \"foulards rouges\" se sont mobilisés dimanche 27 janvier. Dans le cortège, les manifestants disent défendre la démocratie et dénoncent les violences de ces dernières semaines. Des profils différents dans le cortège Certains partagent malgré tout les aspirations des \"gilets jaunes\". À 47 ans, Alice Cenet est contrôleuse de gestion : \"Je suis moi-même famille monoparentale, je n'ai pas de pension alimentaire [...]. Je me bats\". Au contraire, Xavier Stoeckel est commerçant en région parisienne et ne parvient pas à comprendre le souhait des \"gilets jaunes\". \"Vous pouvez prendre tous les citoyens de la planète, tout le monde veut un meilleur pouvoir d'achat, c'est tellement creux comme idée\", déplore l'homme de 54 ans. Parmi les participants, beaucoup soutiennent la majorité et réclament l'arrêt des samedis de manifestation pour que le grand débat national soit privilégié."	Elsa Pallot	France 2	1	27	2019
"\"Ghost\", une comédie musicale portée par Claudia Tagbo"	"Les Français aiment les comédies musicales. \"Ghost\" figure parmi les incontournables. La pièce est jouée pour la première fois en France au théâtre Mogador à Paris.Quand elle entre en scène, le public est en transe. Dans le rôle d'une fausse voyante, mais vraie arnaqueuse, l'humoriste Claudia Tagbo excelle, surtout quand elle se met à entendre des voix. Loin de ses spectacles en solo, la voilà dans une troupe : celle de la comédie musicale Ghost. Chaque soir avant le spectacle, elle participe à l'échauffement collectif. D'abord le corps, puis la voix. L'adaptation sur scène d'un film à succès Claudia adore la musique, mais c'est la première fois qu'elle chante et danse sur scène. Elle a passé cinq auditions avant de décrocher ce rôle. \"Pour moi, ce qui a été le plus difficile, ce n'est pas le chant, c'est la synchronisation et les chorégraphies\", explique la comédienne. Ghost est l'adaptation sur scène d'un film qui triompha dans les années 1990. Une histoire d'amour entre une artiste et son mari décédé. Ghost se joue jusqu'au 21 juin 2020 au théâtre Mogador à Paris."	Philippe Denis	France 3	10	19	2019
"\"Gilets jaunes\" : 15e samedi de mobilisation dans toute la France"	"Ils étaient 46 000 manifestants dans toute la France, 5 000 de plus que la semaine dernière.C'est un scénario qui se répète. À Paris des gaz lacrymogènes s'élèvent au-dessus de la foule après des tensions entre \"gilets jaunes\" et CRS sur la place du Trocadéro. C'est la fin de l'après-midi, l'épilogue d'une longue journée de mobilisation. Tout avait débuté dans une ambiance bon enfant, plusieurs milliers de manifestants s'étaient rassemblés dans la capitale. Parmi eux, certains leaders des \"gilets jaunes\" comme Jérome Rodrigues. Tous assurent que la mobilisation ne baisse pas. Des heurts à Clermont-Ferrand Des heurts ont éclaté à Clermont-Ferrand (Puy-de-Dôme) où le parcours de la manifestation n'avait pas été déclaré. Des commerces brûlent, des vitrines sont cassées au grand dam de certains manifestants. À Rennes (Ille-et-Vilaine), 2 000 \"gilets jaunes\" ont défilé d'après la préfecture, avec selon eux, la même détermination. Près d'Orléans (Loiret) l'opération est plus symbolique : investir le château de Chambord. C'est ici qu'Emmanuel Macron avait fêté ses 40 ans fin 2017."	Philippe Denis	France 3	2	23	2019
