title	description	Authors	Source	Publication Month	Publication Day	Publication Year
"\"Charlie Hebdo\" n'est pas mort"	"Une semaine après les attentats, \"Charlie Hebdo\" sera tiré à 3 millions d'exemplaires mercredi 14 janvier.Non, Charlie Hebdo n'est pas mort. L'hebdomadaire satirique, victime d'une tuerie mercredi 7 janvier, paraîtra bel et bien dans les kiosques mercredi 14 janvier. Tiré à 3 millions d'exemplaires, il sera traduit en 16 langues. \"On va reprendre des dessins qui n'étaient jamais parus de Cabu, de Georges [Wolinski], d'Honoré, de Tignous, de Charb. Ils vont être là, quelque part dans ce numéro\", affirme Patrick Pelloux, chroniqueur au sein de l'hebdomadaire. Des soutiens pour que \"Charlie\" continue Par ailleurs, la mobilisation ne faiblit pas au siège du journal Libération, qui accueille Charlie Hebdo dans le 11e arrondissement de Paris. Des anonymes n'hésitent pas à déposer des mots, des bougies ou des fleurs. Après le choc de l'attentat, beaucoup veulent désormais soutenir l'hebdomadaire. \"Je vais l'acheter. Je vous avoue que je n'ai jamais acheté Charlie Hebdo de ma vie, mais là, je pense que c'est important pour Charlie Hebdo, pour que ça continue\", souligne une jeune femme au micro de France 2."	Elsa Pallot	France 2	1	12	2015
"\"Comment pratiquer une redistribution low cost ?\""	"François Lenglet revient, sur le plateau de France 2, sur les récentes annonces de François Hollande.François Hollande a annoncé plusieurs coups de pouce fiscaux. Mais l’État en a-t-il les moyens ? \"Les montants ne sont pas considérables, surtout quand on les rapporte aux hausses d'impôts qu'ont subi les ménages depuis le début du quinquennat\", nuance François Lenglet. Le journaliste de France 2 rappelle que dès le départ, le chef de l’État a coupé son quinquennat en deux : d'abord le redressement économique, ensuite la redistribution. François Lenglet poursuit : \"Trois ans plus tard, le redressement est moins qu'avéré. Ses fruits ne sont pas mûrs parce que la croissance est faible. Et comment pratiquer une redistribution low-cost ?\". \"Ce qui coûte peu rapporte peu\" Le Président utilise \"deux subterfuges\", entre \"des mesures qui coûtent peu ou pas\" d'une part et \"des mesures qui s'étalent sur plusieurs années\" d'autre part. Le problème : \"ce qui coûte peu à l’État rapporte peu au contribuable\". D'autres gestes pourraient être annoncés. \"Le plus probable, si on écoute la majorité, c'est que les prochains bénéficiaires soient les parents isolés et les veufs, dont le régime fiscal a été durci à la fois par Nicolas Sarkozy et par François Hollande\", conclut le reporter."	Elsa Pallot	France 2	6	18	2015
"\"Est-ce qu'une phrase mérite une telle vindicte ?\" se défend Nadine Morano"	"L'eurodéputée estime toujours n'avoir rien dit de répréhensible. Elle devrait pourtant être évincée de la liste des Républicains dans le Grand Est pour les régionales.Ses déclarations sur la \"race blanche\" ont fait scandale. Et cette nouvelle sortie devrait lui coûter sa place au sein de la liste des Républicains dans le Grand Est pour les régionales de décembre. Interrogée par France 2, mercredi 30 septembre, Nadine Morano se défend : \"Est-ce qu'une phrase, un mot, mérite une telle vindicte médiatique de sa propre famille ?\" \"Ils ont perdu la tête\" Plus tôt dans la matinée, Nicolas Sarkozy, le président des Républicains, avait saisi la commission nationale des investitures du parti. Philippe Richert, la tête de liste des Républicains pour les régionales dans le Grand Est, avait demandé aux instances nationales de retirer à Nadine Morano son investiture départementale en Meurthe-et-Moselle. \"Les positions de Nadine Morano ne sont, aujourd'hui, pas compatibles avec les orientations de son équipe\", justifiait-il. L'eurodéputée estime toujours n'avoir rien dit de répréhensible. \"Je trouve que c'est un peu stupéfiant, on a le droit de ne pas être d'accord, il m'est déjà arrivé d'être en désaccord avec des membres de ma famille politique\", réagit-elle. Et de confier, une fois la caméra éteinte, \"ils ont perdu la tête\"."	Thomas Horeau	France 2	9	30	2015
"\"Je n'en revenais pas\" : ses collègues lui offrent 213 jours de RTT pour qu'elle s'occupe de son fils malade"	"Sans ce coup de main, elle avait obtenu 90 jours d'arrêt maladie, suivi d'un arrêt de travail de quinze jours, avec une perte de salaire.L'aide sociale n'est pas seulement une question de loi ou de règlement. C'est ce que montre ce geste des employés d'une entreprise de fonderie située près de Laval (Mayenne). Ils ont offert 213 jours de RTT à une de leurs collègues, veuve et mère de trois enfants dont l'un est atteint d'une tumeur. Cela représente plus de dix mois de congé. \"Ce n'est pas grand-chose\", disent ses collègues \"Je n'en revenais pas\", se rappelle cette femme de 44 ans lorsqu'elle a appris la nouvelle. Sans ce coup de main, elle avait obtenu 90 jours d'arrêt maladie, suivi d'un arrêt de travail de quinze jours, \"avec une perte de salaire de 10% à 15%\". La mère de trois enfants craignait de ne plus pouvoir faire face financièrement. Aujourd'hui, elle cherche comment remercier ses collègues. Ses collègues, de leur côté, estiment que ce n'est finalement pas beaucoup face aux difficultés que rencontre cette famille. \"Je trouve que ce que l'on fait, par rapport à la situation, ce n'est pas grand-chose\", explique l'un d'eux, interrogé par France 2. Un autre estime qu'il faudrait \"davantage d'initiatives comme celle-ci\"."	Elsa Pallot	France 2	12	29	2015
"\"Je suis contente de retrouver le sol français\", dit l'ex-otage en Centrafrique"	"Claudia Priest s'est brièvement exprimée à la descente de l'avion qui la ramenait de Bangui.Après plusieurs jours de calvaire, l'ex-otage Claudia Priest est apparue émue à son arrivée à Villacoublay (Yvelines), près de Paris. La Française a été enlevée pendant cinq jours en Centrafrique par des miliciens anti-balaka. \"Je suis contente de retrouver le sol français, même si le sol centrafricain est aussi un peu ma patrie\", a-t-elle déclaré la voix cassée. \"Merci à vous tous.\" Elle donnait \"une grande partie de sa vie aux Centrafricains\" L'humanitaire de 67 ans a été accueillie à sa descente de l'avion, un Falcon estampillé République française, par son mari, son fils et sa fille, ainsi que le ministre des Affaires étrangères Laurent Fabius. Elle a remercié brièvement toutes les personnes qui sont intervenues pour aider à sa libération. \"Une prise d'otages, c'est toujours extrêmement violent\", a déclaré ensuite le ministre, \"mais quand en plus, il s'agit d'une personne qui donne une grande partie de sa vie aux Centrafricains, c'est encore plus violent.\" Cinq petits-enfants de Claudia Priest lui ont ensuite remis des roses blanches, une chacun. Elle les a embrassés en sanglotant."	Philippe Denis	France 3	1	25	2015
"\"Je suis mort mais j'ai des amis\" : un road-movie déjanté"	"Après la mort d'un chanteur de rock, les quatre rockeurs du groupe se battent pour récupérer ses cendres.La comédie burlesque \"Je suis mort mais j'ai des amis\" va se retrouver dans les salles, mercredi 22 juillet. Un road-movie réalisé par Guillaume et Stéphane Malandrin, joué par des acteurs belges, et qui nous emmène de la Wallonie jusqu'au Québec. Plus précisément, le film raconte l'histoire de quatre rockeurs qui, après la mort du chanteur du groupe, se battent pour récupérer ses cendres. \"La moitié de mes potes sont comme ça\" Connu pour ses rôles décalés, Bouli Lanners campe le meneur du groupe et s'en réjouit : \"Jouer le rôle d'un rockeur de 50 ans, un peu sanguin, révolté et post-adolescent était quelque chose qui me plaisait car la moitié de mes potes sont comme ça\", confie l'acteur belge, très fier de ses origines : \"À chaque fois, je trouve ça drôle d'être Belge. Je suis vraiment très content d'être Belge\"."	Thomas Horeau	France 2	7	18	2015
"\"Jules\" : l'incroyable histoire d'un chien d'aveugle"	"Didier van Cauwelaert est l'invité des 5 dernières minutes du JT de 13 heures. Il présente son dernier roman intitulé \"Jules\".Déjà récompensé par le passé par le prix Goncourt, Didier Van Cauwelaert connaît depuis un franc succès. Dans son dernier ouvrage intitulé \"Jules\", l'auteur a choisi un chien d'aveugle comme personnage principal. \"C'est un chien dans tout ce que ça a de formidable, dans son rapport avec son maître, mais en plus, c'est un dominant altruiste. Un guide qui a une formation très serrée. C'est un athlète constamment branché sur son maître.Tout est multiplié dans ses sensations et dans leur rapport\", explique l'écrivain. Perte de sa raison d'être Alice, la propriétaire du chien retrouve la vue. \"Il perd alors sa raison d'être, son but\". Il reconnaît Alice, mais ce n'est plus elle et il rentre dans une phase de dépression. Pour le sauver, le vétérinaire propose de le confier à un autre aveugle, mais Jules ne va pas accepter cette situation. Un livre sur l'imaginaire, la reconstruction et sur les faux semblants. \"La propriétaire préfère ne rien voir à deux, que voir toute seule\", conclut l'auteur."	Thomas Horeau	France 2	5	22	2015
"\"King Kong Théorie\", une pièce féministe au festival d'Avignon"	"Barbara Schulz a choisi de bousculer sa nature en jouant dans une pièce féministe et forte, \"King Kong Théorie\", tiré du roman de Virginie Despentes.Barbara Schultz est à l'affiche de \"King Kong Theorie\", une pièce adapté du roman de la sulfureuse Virginie Despentes, incarnée par Barbara Schulz. \"C'était pas du tout une pièce et quand j'ai lu le livre j'ai été bouleversée, émue, frappée. Je ne me sentais pas particulièrement féministe, je pensais que c'était un combat déjà mené\", raconte la comédienne. \"Des mots crus\" \"C'est un texte d'une force incroyable qui aborde beaucoup de sujets\", explique Barbara Schultz. Sur scène, trois comédiennes, Barbara Schulz, Anne Azoulay et Valérie de Dietrich, se partagent le texte avec \"une image de la féminité différente\" car \"il y a plusieurs façon d'être une femme\". \"C'est vrai qu'au départ, on utilise certains mots crus\", reconnaît la comédienne. \"C'est féministe et humaniste\", conclut Barbara Schulz. La pièce sera présentée en juillet au Festival d'Avignon."	Thomas Horeau	France 2	6	23	2015
"\"L'alternance républicaine est en marche\", affirme Nicolas Sarkozy"	"Une équipe de France 2 revient sur l'interview de Nicolas Sarkozy publiée par le JDD ce 12 avril.Dopé par la victoire des élections départementales, Nicolas Sarkozy estime dans une interview publiée ce 12 avril dans le JDD que \"l'alternance républicaine est en marche\". Sans le nommer, il tacle François Hollande. \"Nous ne sommes pas condamnés à l'affligeante médiocrité d'aujourd'hui...\", affirme-t-il. Le président de l'UMP revient également sur la crise du FN. Il n'hésite d'ailleurs pas à la qualifier de \"[...] feuilleton familial affligeant\". \"Les Républicains\" Enfin, Nicolas Sarkozy laisse entendre que le nouveau nom de l'UMP pourrait bien être \"Les Républicains\", parce que \"la République, c'est la réponse au défi identitaire que connaît notre société\". L'UMP sera débaptisé avant le congrès de cette formation politique prévu le 30 mai à Paris. \"Ce rendez-vous [est] censé faire définitivement oublier les discordes du passé au sein même du parti\", conclut la journaliste de France 2."	Thomas Horeau	France 2	4	12	2015
"\"L'arrondi solidaire\" décortiqué"	"France 2 fait le point sur ce nouveau système de don. Il s'effectue lors du passage en caisses, dans certains commerces. L'argent ainsi récolté est remis aux organismes caritatifs.En quoi consiste \"l'arrondi solidaire\" ? Quand le total des achats affiche des centimes, les vendeurs proposent aux clients d'arrondir à l'euro supérieur pour financer une association. Cette enseigne dans laquelle s'est rendue une équipe de France 2 a adopté le concept. Les clients y sont plutôt favorables comme cette dame : \"C'est une petite participation qui n'engage pas énormément financièrement, mais qui, si elle se multiplie, peut rapporter beaucoup\". Près d'un million d'euros récoltés En moins d'un an, cette enseigne a collecté plus de 63 000 euros. Chaque magasin choisit son association. La grande distribution pratique également l'arrondi solidaire. L'idée du micro-don est née au Mexique et c'est Pierre-Emmanuel Grange qui l'a rapportée en France : \"L'année dernière, sur l'ensemble du dispositif, on a permis de récolter à peu près un million d'euros\". À l'étranger, ces dispositifs marchent extrêmement bien, souligne Pierre-Emmanuel Grange : \"En Angleterre, le don sur salaire, c'est 200 millions d'euros chaque année. Aux États-Unis, le don à la caisse des supermarchés, c'est à peu près 400 millions de dollars par an\"."	Thomas Horeau	France 2	8	13	2015
"\"L'islam est compatible avec la démocratie\", assure François Hollande"	"François Hollande était en visite à l'Institut du monde arabe ce jeudi 15 janvier. Il a prononcé un discours d'apaisement.Après la vague d'attentats qui a frappé la France la semaine dernière faisant 17 morts, François Hollande a prononcé un discours d'apaisement à l'Institut du monde arabe. \"Ce sont les musulmans qui sont les premières victimes du fanatisme, du fondamentalisme et de l'intolérance. [...] Nous devons aussi rappeler que l'islam est compatible avec la démocratie.\" Refus des amalgames \"Nous devons refuser les amalgames, les confusions\", a répété le chef de l'État. \"L'islamisme radical s'est nourri de toutes les contradictions, de toutes les influences, de toutes les misères, de toutes les inégalités, de tous les conflits non réglés\", a-t-il poursuivi. \"Les Français de confession musulmane ont les mêmes droits et les mêmes devoirs que tous les citoyens\", a-t-il conclu."	Elsa Pallot	France 2	1	15	2015
"\"L'été indien\", retour sur un tube planétaire"	"Une équipe de France 2 revient sur l'été 75 avec le succès de la célèbre chanson de Joe Dassin.\"L'été indien\", le tube de Joe Dassin a été l'un des plus gros succès de l'été 75. Un coucher de soleil romantique sur une plage déserte et quelques notes de musiques fredonnées par des générations. Cet été 75, Joe Dassin vient tout juste d'enregistrer le titre et arpente les plateaux télé pour faire partager cette chanson qu'il affectionne particulièrement. Une série de hasards \"L'été indien\", c'est le fruit d'une série de hasards. À l'origine la chanson s'appelait \"Africa\". L'histoire d'un noir américain qui retrouve ses racines africaines. Un slow chanté en anglais par un groupe italien. La maison de disques tombe dessus un peu par hasard et au départ ne pense pas à Joe Dassin pour l'interpréter, mais à Claude François. À cause d'un rendez-vous raté, Cloclo laisse filer le titre. Dès la sortie de la chanson, le succès est immédiat et planétaire. Deux millions d'exemplaires sont vendus dans le monde, 900 000 exemplaires en France. Le titre est traduit en plusieurs langues. En 16 ans de carrière, Joe Dassin aura vendu plus de 50 millions de disques dans le monde, dont près de 17 millions en France."	Elsa Pallot	France 2	8	18	2015
"\"La France peut s'endetter gratuitement\""	"La baisse de l'euro est une bonne nouvelle pour les finances publiques, comme l'explique la journaliste Margaux Manière, en direct de Bercy.La baisse de l'euro est accueillie avec le sourire du côté du ministère de l'Économie, comme l'explique en direct la journaliste Margaux Manière. \"C'est une bonne nouvelle pour la croissance française. Selon les économistes, le recul de l'euro, c'est 0,2 à 0,5 point de croissance en plus. Une hausse qui n'est pas anodine quand on sait que le gouvernement prévoit une croissance de 1% cette année.\" Des taux d'intérêt à 0,5% Cette baisse impacte également les taux d'intérêt, qui ne cessent de baisser. \"Cela a un impact sur les finances publiques, car toutes les semaines, la France emprunte plusieurs milliards d'euros pour se financer. En ce moment, elle le fait à des taux d'intérêt très bas, 0,5%, contre 2% il y a un an. En clair, la France peut s'endetter gratuitement\", conclut la journaliste. Une très bonne bouffée d'oxygène."	Elsa Pallot	France 2	3	12	2015
"\"La France à table\", un livre sur un siècle de cuisine française"	"Ce vendredi 4 décembre, Michèle Barrière, historienne de la gastronomie et romancière est l'invitée du JT de 13 heures. Dans un livre-objet, elle a passé au crible nos modes alimentaires.Michèle Barrière a fait de la cuisine sa passion. Historienne de la gastronomie et romancière, elle est ce vendredi 4 décembre, l'invité des Cinq dernières minutes de France 2. Dans un livre objet, elle s'intéresse à nos habitudes alimentaires. Pour cet ouvrage, l'historienne a décidé de se concentrer sur la période 1870-1975 \"Parce que c'est un siècle de bouleversement incroyable. On passe de la cuisine que l'on faisait à la braise dans la cheminée dans les campagnes à 1975 et les premiers micro-ondes\", explique Michèle Barrière. Gadgets de cuisine Dans ce livre, Michèle Barrière montre des photos sur les premiers outils ménagers, comme l'essoreuse pour la salade : \"Tous ces gadgets n'ont fait que prospérer, mais à l'époque c'était extraordinaire. C'est un domaine que tout le monde découvrait\", commente la romancière."	Thomas Horeau	France 2	12	4	2015
"\"La fin du monde est pour dimanche\" : François Morel en grande forme"	"L'humoriste est de retour avec un spectacle entre poésie et fantaisie. La recette fonctionne à merveille. France 3 l'a rencontré.Dans La fin du monde est pour dimanche, François Morel évoque le temps qui passe d'une manière à la fois nostalgique et drôle. Son spectacle se regarde comme on lit un recueil de nouvelles avec des histoires très différentes. \"Je me suis dit 'Et si la vie était une semaine, quel jour je serais, moi ?'\" confie l'artiste à la caméra de France 3. Tendre bienveillance Celui qui est aussi chroniqueur fait jouer sa plume, mais refuse d'être qualifié de poète. Le mieux placé pour parler de lui est peut-être Jean-Michel Ribes, le directeur du théâtre du Rond-Point, à Paris, où a lieu le spectacle avant de partir en tournée. \"Victor Hugo avait dit que la plus belle qualité de l'homme, c'est la gentillesse. C'est ce qu'a compris Morel. C'est quelqu'un de bienveillant et ça fait du bien aux gens, en plus de sa drôlerie\", assure-t-il."	Philippe Denis	France 3	2	8	2015
