title	description	Authors	Source	Publication Month	Publication Day	Publication Year
"\"Dialogues citoyens\" : de la gauche au Front national"	"Jeudi 14 avril, François Hollande sera interrogé par quatre Français. Le 20 heures de France 2 dresse le portrait d'une de ces personnes : Antoine Demeyer. Alors qu'il votait à gauche il y a quinze ans, il a choisi de se tourner vers le Front national.Un dialogue avec des citoyens, c'est le thème du concept d'une émission diffusée demain, jeudi 14 avril sur France 2. Le président de la République discutera avec quatre citoyens. Ce mercredi France 2 dresse le portrait d'Antoine Demeyer, l'un d'entre eux. Conducteur d'autocar, il a comme beaucoup d'électeurs dans le Nord, longtemps voté pour le Parti socialiste, mais depuis plus de 10 ans, sa voix va au Front national. Un coupable : l'Europe Que ce soit pour le chômage sur une terre touchée par la désindustrialisation ou sur l'immigration avec la \"jungle\" de Calais dans la région, Antoine Demeyer pense qu'il y a un coupable, l'Europe, et un complice, le président français. \"J'ai l'impression qu'il prend les ordres des autres pays et qu'aujourd'hui, ce sont les autres pays qui décident pour nous. Ce que je voudrais lui faire comprendre, c'est qu'on est la France, on n’est pas un autre pays, on n’est pas l'Allemagne, Bruxelles, la Grèce ou les États-Unis\", explique le conducteur d'autocar. Antoine Demeyer se dit prêt à entendre les arguments de François Hollande demain soir, de là à ne plus voter pour le FN, la route est encore longue."	Elsa Pallot	France 2	4	13	2016
"\"Dialogues citoyens\" : les Français réagissent à l'intervention du président"	"François Hollande était l'invité de France 2 le 14 avril. Nous avons recueilli l'avis des téléspectateurs.Le 14 avril, François Hollande participait à l'émission \"Dialogues citoyens\" sur France 2. Mais a-t-il été entendu par les Français ? Pour le savoir, une équipe de journalistes a passé la soirée avec certains d'entre eux. Près de Lyon, un couple qui a voté Hollande en 2012 affiche sa rancœur quand le président aborde la réforme du Code du travail. \"On ne l'a pas élu pour faire une politique de droite\", estime M.Chartier. Dans l'attente À Paris, des jeunes créateurs de start-up ne sont pas plus convaincus. Le monde de l'entreprise, tel que le présente François Hollande, n'est pas celui qu'ils connaissent. \"C'est pas très moderne de parler de patronat, salariat. C'est les deux qui vont ensemble\", considère Sarah Laurent. Ils attendaient de nouvelles propositions du président, mais ont été déçus. \"Je suis persuadé qu'il a les bons constats. Je pense juste que c'est un politicien et qu'il essaye de satisfaire des deux côtés. Et le pire c'est qu'il ne satisfait rien\", analyse Pierre-Henri Deballaon."	Elsa Pallot	France 2	4	15	2016
"\"Et ta soeur\", une comédie moderne où Virginie Efira rayonne"	"2016 sera une belle année au cinéma pour la présentatrice devenue comédienne. Elle sera à l'affiche de cinq films. Elle est l'invitée de France 2 pour présenter le premier, \"Et ta soeur\" de Marion Vernoux.Sa légitimité en tant qu'actrice est devenue indiscutable. L'ancienne présentatrice Virginie Efira est à l'affiche de \"Et ta soeur\", de Marion Vernoux, avec Géraldine Nakache et Grégoire Ludig. Elle est l'invitée des Cinq dernières minutes, ce lundi 11 janvier. Dans cette comédie moderne, les sentiments valsent dans tous les sens. Pierrick (Grégoire Ludig), effondré par la mort de son frère, reçoit les conseils de sa meilleure amie (Géraldine Nakache) et va se ressourcer dans une maison en Bretagne. Là, il y côtoie le personnage joué par Virgine Efira. L'actrice campe une homosexuelle qui sort d'une relation de sept ans. \"Et là, les choses s'échappent un petit peu !\", dit-elle. \"Trois, c'est un chiffre étrange\" Dans ce huis clos à trois, mensonges et faux semblants se mêlent à beaucoup de tendresse. \"Trois, c'est un chiffre étrange. Le troisième, c'est à la fois celui qui pourrait équilibrer les autres mais qui déséquilibre profondément. Il y en a toujours un de trop !\", confie Virginie Efira. La comédienne forme un beau duo avec Géraldine Nakache, qu'elle connaît bien. Elle salue aussi Grégoire Ludig, pour son premier long-métrage. L'acteur issu du Palmashow fait preuve d'une \"grande sensibilité\" et de \"beaucoup de profondeur\". Cette année, Virginie Efira apparaîtra au cinéma dans cinq films, dont un avec Jean Dujardin."	Thomas Horeau	France 2	1	11	2016
"\"Florence Foster Jenkins\" : Meryl Streep incarne à l'écran la cantatrice qui chante faux"	"C'est l'histoire d'une chanteuse du début du 20e siècle : l'Américaine Florence Foster Jenkins qui avait la particularité de chanter faux. Sa vie est portée à l'écran sous les traits de Meryl Streep.Sa voix est un défi pour les actrices et pour les spectateurs. Mais derrière cette voix il y a une femme : Florence Foster Jenkins dont le film de l'anglais Stephen Frears raconte la vraie vie. Une milliardaire new-yorkaise passionnée de musique qui chantait faux, mais n'hésitait pas à s'attaquer aux plus grands airs d'opéra. Longtemps après, elle eut des groupies et non des moindres. Une histoire d'amour hors du commun \"Quand David Bowie est mort, on a publié un article dans lequel il donnait ses 25 vinyles préférés et dedans il y avait un disque de Florence Foster Jenkins\", explique Hugh Grant qui incarne son époux à l'écran. L'intérêt de ce film est de voir des stars se confronter à ces deux destins incroyables. Entre Florence Foster Jenkins et St. Clair Bayfield, son compagnon pendant 30 ans, ce fut une histoire d'amour hors du commun. Elle avait l'argent, il portait beau et la protégeait. Lorsqu'elle réalisa finalement qu'elle chantait faux, elle eut cette réflexion : \"On pourra dire que je ne savais pas chanter, mais pas que ne je n’ai pas essayé\"."	Elsa Pallot	France 2	7	9	2016
"\"Ils se sont aimés\" : Michèle Laroque et Pierre Palmade reviennent... avec Muriel Robin"	"Michèle Laroque et Pierre Palmade se retrouvent sur scène avec Muriel Robin.Leurs disputes sont devenues mythiques. Depuis 20 ans, ils se sont mariés, aimés et séparés des centaines de fois, alors quand Michèle Laroque et Pierre Palmade se retrouvent, un public de fidèles est au rendez-vous. Ce nouveau spectacle reprend les meilleurs sketchs de la trilogie \"Ils s'aiment\", et comme pour les débuts il y a 20 ans, c'est Muriel Robin qui reprend la mise en scène. Duo de femmes \"On se retrouve, on s'est connu au tout début quand on était à Paris, nous sommes liés par quelque chose, c'est vraiment comme si on s'était quitté la veille\", assure Muriel Robin. Dans ce spectacle, les couples sur scène changent tous les soirs, et la surprise, c'est le duo Muriel Robin-Michèle Laroque, comme premier duo de femmes de la série. Ces drôles de couples seront dès mardi soir à l'Olympia avant une tournée prévue dans toute la France."	Philippe Denis	France 3	9	4	2016
"\"J'ai vu des gens appeler au secours\" : la proche d'une patiente raconte son passage aux urgences de Brest"	"La tante de Vanessa Douguet, atteinte d'un cancer et prise de vomissements, a dû attendre dix heures aux urgences du CHU de la Cavale Blanche avant d'être prise en charge.La lettre ouverte d'une femme dénonçant les conditions d'accueil aux urgences du CHU de la Cavale Blanche, à Brest (Finistère), a révélé de multiples récriminations faites depuis longtemps par le personnel médical. Sur Facebook, Vanessa Douguet racontait avoir accompagné, le 16 février, sa tante, atteinte d'un cancer et prise de vomissements. Elles ont dû patienter dix heures avant sa prise en charge. Son cas n'était pas isolé ce jour-là. \"J'ai vu des dames, des messieurs qui appelaient au secours : 'aidez-moi, je souffre, j'ai mal'. Un monsieur qui vomit sur le sol,\" raconte, vendredi 4 mars, Vanessa Douguet devant la caméra de France 2. Pire, le 24 février, un octogénaire est mort sur un brancard en attendant des soins. Des drames \"inéluctables\", selon une syndicaliste Les incidents au service d'urgences de l'hôpital de Brest, un bâtiment neuf inauguré en octobre 2015, étaient dénoncés depuis plusieurs semaines lors de manifestations des personnels médicaux qui se disent à cran. Selon eux, les drames étaient prévisibles, \"inéluctables\" : réduction du personnel, mais également des lits d'hospitalisation. \"Du coup, ça bloque aux urgences\", explique Pascale Lestideau, représentante du syndicat CFDT de l'hôpital. La direction de l'hôpital avait répondu, le 29 février, dans Le Télégramme, en confirmant que \"le temps d'attente est encore trop long\", mais affirmait également que \"le taux de satisfaction aux urgences est de 72%\"."	Elsa Pallot	France 2	3	4	2016
"\"J'innove\" : adoptez des abeilles"	Parrainer des ruches, c'est une initiative pour sauver les abeilles de la disparition.C'est une première pour Pierre Henriet, il vient rencontrer l'apiculteur dont il est le parrain depuis deux ans. Claude Poirot va lui faire découvrir le monde des abeilles, des dizaines de milliers dans cette ruche. L'enseignant et l'apiculteur se sont rencontrés grâce au parrainage sur internet. Pierre donne huit euros par mois pour l'aider à créer de nouvelles colonies. Les abeilles sont menacées d'extinction Car les abeilles sont menacées d'extinction. Pesticides, parasites, frelons asiatiques, 30% de mortalité chaque année. Aujourd'hui, près de 200 particuliers aident l'apiculteur à sauver les abeilles. En compensation de leur contribution, les parrains comme Pierre reçoivent chaque année plusieurs pots de miel personnalisés. Chaque mois sur internet, les apiculteurs donnent des nouvelles de leurs ruches aux bienfaiteurs. Une communauté de 16 000 parrains qui a permis l'installation de plus de 2 000 ruches partout en France.	Thomas Horeau	France 2	11	5	2016
"\"J'innove\" : le distributeur d'histoires courtes à lire dans les transports"	"Une entreprise grenobloise a élaboré un distributeur d'histoires courtes pour offrir une parenthèse de lecture dans la vie des voyageurs.Des nouvelles, de la poésie, des histoires courtes à lire entre deux avions ou sur un quai de gare. Elles sont distribuées gratuitement par cette machine à des lecteurs souvent pressés. \"Je trouve ça sympa, surtout que je n'ai pas pris de lecture pour mon voyage donc j'ai au moins de quoi m'occuper quatre minutes\", commente une voyageuse avant de monter dans son train. \"Un peu de culture\" Une lectrice s'enthousiasme : \"C'est sympa d'avoir un peu de culture sous un format rapide\". C'est l'occasion de redonner de la place à l'écrit dans un monde envahi d'écrans, avec des histoires qui se lisent en une, trois ou cinq minutes. Une jeune entreprise grenobloise est à l'origine de ce projet qui séduit de plus en plus de monde. En France, on en comptera bientôt 200, pour offrir une parenthèse de lecture dans la vie des voyageurs."	Thomas Horeau	France 2	10	29	2016
"\"J'innove\" : ma start-up à la campagne"	Une équipe de France 2 raconte l'histoire d'une entreprise innovante qui a choisi de s'installer en pleine campagne, pour le bonheur du village.L'allure décontractée, Max redécouvre le plaisir d'aller au travail. Finis, les embouteillages, place au vélo. Ce chargé de clientèle a suivi son entreprise en plein champ. Une start-up dont la mission est de gérer des millions d'euros. Les réunions se font au soleil entre un potager et un poulailler, avec vue sur les Pyrénées. Ici, le patron prend les décisions importantes en terrasse. Une nouvelle école dans la commune La société veut réinventer la banque de demain, où chacun pilotera ses comptes depuis son téléphone mobile avec des commissions réduites au minimum. Dans cet espace ouvert, pas de banquier, mais des développeurs informatiques, juristes. Des jeunes connectés qui renouvellent la carte bancaire. 400 professionnels et 70 000 particuliers ont déjà ouvert un compte ici. À midi, football ou cuisine commune : on réinvente la convivialité en entreprise. De nouveaux emplois, de nouvelles familles qui s'installent, la mairie a même ouvert une nouvelle école.	Thomas Horeau	France 2	10	1	2016
"\"J'innove\" : une ferme pas comme les autres"	Un site unique en France a été lancé au cœur de la ville de Lyon (Rhône). Un concept innovant de culture végétale.C'est un site pilote installé en pleine ville, à Lyon (Rhône). Pour y pénétrer, équipements obligatoires afin d'éviter toute contamination des lieux. À l'intérieur, des salades, du basilic et des fraises des bois, arrosés automatiquement dans une atmosphère ventilée et protégée. Christophe Lachambre est l'un des fondateurs et le directeur de la ferme urbaine lyonnaise. Quand l'agriculture arrive en ville Cette ferme miniature est entièrement robotisée. Quand elle a besoin de plus d'espace pour se développer, la plante monte à l'étage supérieur. Aucun produit phytosanitaire et une croissance plus rapide qu'à l'extérieur. Les ingénieurs l'assurent : ici, on peut pratiquement tout faire pousser. Amener l'agriculture en ville au plus près des consommateurs, l'idée est séduisante. Plusieurs industriels de l'agroalimentaire se sont déjà montrés intéressés et seraient prêts à développer le concept. Mais les citadins sont-ils prêts à manger des légumes qui n'auront vu ni la terre, ni le soleil ?	Thomas Horeau	France 2	10	22	2016
"\"Je donne\" : du temps contre des services"	"Chaque week-end, le 13 heures de France 2 vous fait découvrir une initiative solidaire. Ce samedi, l'Accorderie à Chambéry, une association ou les bénévoles s'entraident gratuitement.Benoit Guet est sans emploi et dispose de peu de revenus, mais il a des compétences et de très bons outils. Il a rendez-vous chez une habitante du quartier qui a besoin de coup de main pour sa décoration. Quelques coups de perceuse et le tour est joué. Ce service aura pris en tout une demi-heure et c'est en crédit de temps passé qu'il est payé. \"Pas d'argent, jamais, le mot argent est c'est tabou à l'Accorderie\", confie Benoit dans un sourire. 1 000 accordeurs A l'Accorderie, chacun donne et reçoit. L'association met en relation ce qu'on appelle les accordeurs. Sylvie est auxiliaire de vie et dispose elle aussi de peu de revenus. Bonne coiffeuse, elle s'occupe des cheveux d'accordeurs et en échange bénéficie de cours de français pour son fils ou d'un mécanicien pour sa voiture. Les chèques libellés en temps sont centralisés par l'association qui tient à jour les comptes de chacun et répertorie les différents services proposés. A Chambéry, l'Accorderie réunit plus de 1 000 adhérents de tous horizons."	Thomas Horeau	France 2	5	28	2016
"\"Je suis Charlie\" : son slogan a fait le tour du monde"	"France 3 a recueilli le témoignage de Joachim Ronsin, qui a créé, dans l'émotion des attentats de janvier 2015, un slogan devenu un symbole.Le destin de Joachim Ronsin a basculé il y a un an jour pour jour. Ce pudique directeur artistique a créé \"Je suis Charlie\", trois morts écrits sur le coup de l'émotion sur son compte Twitter, à peine 20 minutes après l'attentat du 7 janvier. \"C'est pas très recherché graphiquement, c'est quelque chose d'assez instinctif. J'ai balancé ça comme ça\", reconnaît-il au micro de France 3. Je suis policier, juif, un enfant... Pourquoi cette phrase ? Tout simplement \"parce que je voulais témoigner de ma solidarité, déclare-t-il. Je voulais exprimer aussi ma profonde conviction, et mon attachement profond à la liberté d'expression\". Son cri du cœur est devenu viral sur la toile, et dans la rue. Dès le 7 janvier 2015, place de la République, les premières pancartes \"Je suis Charlie\" apparaissent. Des variantes s'affichent dans les rassemblements, notamment le 11 janvier, puis sur toute la planète, en s'adaptant aux revendications."	Philippe Denis	France 3	1	7	2016
"\"Je suis convaincu que rien n'est écrit\" : retrouvez l'intégralité de l'interview de Manuel Valls"	"L'ancien Premier ministre et nouveau candidat à la primaire de la gauche, Manuel Valls, s'est exprimé sur le plateau du JT de 20 heures de France 2.\"Je ne suis plus Premier ministre, je suis libre de mener cette campagne, et je sens le poids de la responsabilité sur mes épaules.\" Invité du JT de France 2, Manuel Valls a martelé ses ambitions pour l'élection présidentielle de 2017. \"Je suis convaincu que rien n'est écrit\", a ajouté le candidat à la primaire de la gauche. C'est l'un des éléments répétés lors de l'annonce de sa candidature. Manuel Valls veut déjouer les pronostics selon lesquels la gauche sera éliminée au premier tour de la présidentielle. Manuel Valls défend son bilan Manuel Valls a aussi défendu son bilan au gouvernement : \"Bien sûr que je défends ce qui a été engagé. Bien sûr il y a eu des erreurs, des échecs, nous n'avons pas atteint tous les objectifs, mais nous avons contribué à redresser le pays.\" \"Pour faire gagner la gauche, il faut participer à ce moment\" de la primaire. Manuel Valls souhaite aussi qu'Emmanuel Macron participe à ce scrutin, rappelant que la primaire de la droite a été \"une réussite démocratique\"."	Elsa Pallot	France 2	12	6	2016
