title	description	Authors	Source	Publication Month	Publication Day	Publication Year
"\"Je me disais qu'on allait mourir\" : le témoignage des rescapés français du \"Norman Atlantic\""	"Neuf Français se trouvaient à bord du ferry \"Norman Atlantic\" lorsqu'il a pris feu. France 2 a pu rencontrer certains de ces rescapés en Grèce et en Italie, encore extrêmement choqués par les événements.Sur le canapé, il se serrent les uns contre les autres, heureux d'être en vie. La famille Coissard se trouvait sur le ferry Norman Atlantic, dimanche 28 décembre, lorsque le navire a pris feu dans l'Adriatique. Sur les images diffusées lors des opérations de secours, on voit ainsi la mère Maria, évacuée avec ses deux enfants de 10 et 7 ans. Tous ont survécu. \"Je me disais qu'on allait mourir\" \"L'alarme a sonné et on a entendu 'fire', 'fire' (feu en anglais, ndlr), c'est tout, raconte Olivier Coissard, le père de cette famille franco-grecque, à France 2. Quatre minutes après les gens sont venus taper à nos portes en nous disant qu'il fallait sortir.\" \"On s'est habillés très vite et on est sortis dehors\", se souvient son fils Thisseas. Le jeune garçon passe neuf heures debout, dans l'angoisse : \"Je me disais qu'on allait mourir parce qu'il y avait beaucoup de feu.\" Désormais hors de danger, la famille Coissard ont pour l'instant trouvé refuge en Grèce chez des proches. \"Vous ne savez pas si vous allez mourir dans l'eau ou dans le feu\" D'autres rescapés sont arrivés en Italie, comme Philippe Moyses, qui passait ses vacances en Grèce. Très choqué, l'homme de 52 ans se souvient surtout des heures passées sur le pont du ferry, en attendant les secours. \"Là vous vous dites 'ouh attention', explique-t-il. Vous ne savez pas si vous allez mourir dans l'eau ou dans le feu, vous êtes pris entre les deux.\" Comme tous les rescapés, il souhaite à présent rentrer le plus vite possible en France."	Thomas Horeau	France 2	12	30	2014
"\"Je ne suis pas concerné par cette affaire\" disait Kader Arif avant sa démission du gouvernement"	"Kader Arif, secrétaire d'Etat aux Anciens combattants, un proche de François Hollande, est mis en cause dans des affaires d'attributions de marchés publics à des entreprises dirigées par des prochesLe secrétaire d'Etat aux Anciens combattants explique vendredi 21 novembre avoir démissionné de son poste \"par respect pour la fonction ministérielle\". Début novembre, une perquisition a été menée dans un service du ministère de la Défense, dont il dépend, dans le cadre d'une enquête préliminaire sur des marchés publics attribués à des proches. 2 millions d'euros de prestations à des entreprises dirigées par des proches Kader Arif, un proche de François Hollande, est mis en cause dans des affaires d'attributions de marchés publics à des entreprises dirigées par des proches. Au cœur de ce dossier figurent deux sociétés, AWF Music et AWF, qui ont remporté les appels d'offres de la Région pour deux contrats de quatre ans, respectivement en 2009 puis 2014. Les deux sociétés, spécialisées dans la sonorisation et l'éclairage d'événements publics, ont d'ores et déjà empoché deux millions d'euros pour leurs prestations. \"Je crois que le mieux c'est de faire que cela se passe avec transparence, mais en même temps avec beaucoup de sérénité\" disait-il le 11 septembre, \"je ne suis pas concerné moi par cette affaire\", ajoutait-il devant la caméra de France 2. Des élus d'opposition (UMP) du conseil régional de Midi-Pyrénées ont déposé le 8 septembre, un signalement auprès du procureur de Toulouse (Haute-Garonne). Des \"anomalies\" sont signalées dans les relations contractuelles existant entre la région et les sociétés appartenant aux proches de Kader Arif."	Elsa Pallot	France 2	11	21	2014
"\"L'oeil du 20h\" : décryptage des chiffres de l'immigration"	Question ce soir, depuis son retour au pouvoir, la gauche s'est-elle montrée laxiste dans la lutte contre de l'immigration clandestine, notamment dans la politique de reconduite à la frontière ? Il y a les chiffres et puis il y a ce qu'ils masquent. Cet été, l'UMP a ressorti un vieux classique du clivage gauche-droite. On n'a plus de politique de contrôle des flux migratoires, depuis que gouvernement est en place. La gauche, laxiste en matière de lutte contre l'immigration ? Pas du tout, selon le ministre de l'intérieur. Je n'ai pas de leçons à recevoir de personnes, qui n'ont réglé aucun problème. Qui dit la vérité ? Pour le savoir, nous avons laissé les mots de côté, pour nous concentrer sur les chiffres. Les ministres de l'intérieur communiquent chaque année sur un chiffre en particulier, celui des reconduites à la frontière Claude Guéant en revendiquait. .éloignements. Pour 2013, Manuel Valls n'affichait que. A première vue, la gauche ferait donc moins bien que la droite, mais quand on y regarde de plus près, la réalité est bien différente Nous avons repris les chiffres du ministère de l'intérieur depuis 2011 Première surprise : pour les éloignements contraints, autrement dit, les expulsions sous escorte policière, la gauche affiche un chiffre bien supérieur à celui de la droite. 13.824 éloignements sous Claude Guéant et 15.469 sous Manuel Valls. Là où la gauche fait beacoup moins bien que la droite, c'est sur une autre catégorie, celle des retours aidés. Dans ce cas, pas de décision de justice. Le clandestin touche une allocation pour rentrer dans son pays d'origine En 2011, cela concernait un peu plus de 13.000 personnes, et seulement 6.000 en 2013. Voilà comment la droite repasse devant la gauche. Pourquoi aussi peu de retours aidés sous Manuel Valls ? Parce qu'en 2012, cette allocation a été considérablement réduite, passant de 300 euros par adulte à seulement 50 euros. Une aide aussi généreuse avait un effet pervers, selon l'Intérieur. Dans certains cas, des clandestins originaires de pays européens, comme la Bulgarie ou la Roumanie, bénéficiaient de cette aide, sans que rien ne les empêche de revenir quelques jours plus tard. Ces 13.000 retours aidés ont donc sensiblement amélioré le bilan de la droite en 2011. Il reste encore une 3e catégorie qui fait monter les chiffres, à gauche, comme à droite, celle des départs spontanés. Qui se cache derrière cette catégorie ? Nous sommes allés poser la question à un avocat spécialisé dans la défense des étrangers. C'est des gens qui partent d'eux-mêmes volontairement du territoire français. Il n'y a aucun travail de recherche de police. Le seul travail, fait par la police de l'air et des frontières, est de constater, au moment du passage de la frontière, que la personne repart volontairement chez elle, ou ailleurs. Sur ces départs spontanés, droite ét gauche sont a égalité. Avec un peu plus de 5.000 personnes concernées. Le cabinet de Bernard Cazeneuve réfléchit a faire disparaître cette 3e catégorie des statistiques l'année prochaine.	""	France 2	9	10	2014
"\"L'oeil du 20h\" : plus de postes dans l'Education nationale ?"	Pour tenir la promesse il reste trois rentrées au gouvernement. Affaire à suivre.	""	France 2	9	2	2014
"\"Les Inconnus\", portrait"	"Merci à vous trois. \"Les Trois frères, le retour\" sort mercredi prochain. Voila pour l'essentiel de l'actualité de ce samedi. On se retrouve demain dès 13h. Dans \"13h15 le dimanche\", entretien avec Vincent Lindon à l'hôtel Matignon."	""	France 2	2	8	2014
"\"Magic in the Moonlight\", la comédie romantique savoureuse de Woody Allen"	"Au micro de France 2, le réalisateur revient sur son dernier film qui oppose un magicien incarné par Colin Firth à une médium jouée par Emma Stone.Les années folles, la Riviera, le jazz et la magie… De nombreuses passions de Woody Allen se retrouvent dans son dernier film. \"Magic in the Moonlight\" se passe dans les années 20, alors que les magiciens ont de nouveaux rivaux, les médiums. Un magicien, incarné par l’acteur britannique Colin Firth, se rend sur la côte d’Azur pour montrer qu’une médium, interprétée par l’Américaine Emma Stone, n’est qu’une escroc. Un duel amusant Le grand magicien \"Houdini a parcouru les Etats-Unis, l’Europe, une partie du monde, pour démasquer les ficelles des médiums\", a rappelé Woody Allen au micro de France 2. \"Les médiums ne pouvaient pas tromper les magiciens qui arrivaient toujours à deviner leurs trucs et dénoncer leur malhonnêteté\", a-t-il précisé. Le réalisateur met alors en scène un duel amusant à l’issue incertaine entre le rigide magicien et la ravissante médium, pour le plus grand plaisir des spectateurs, qui se laisseront sans aucun doute charmer par cette comédie romantique savoureuse."	Elsa Pallot	France 2	10	17	2014
"\"Marche pour la culture\" : journée d'action dans plusieurs villes en France"	L'ambassadeur chinois était au premier rang de la conférence de presse des autorités. La Chine commence véritablement à perdre patience. Des marches sont organisées aujourd'hui un peu partout en France pour défendre le secteur de la culture. Des réalisateurs, des comédiens, des techniciens défilent pour protester contre la baisse des budgets alloués parle gouvernement à l'industrie du spectacle.	""	France 2	3	12	2014
"\"Nature\" : à la découverte de l'Afrique"	"Les équipes de la BBC ont utilisé les toutes dernières technologies pour faire découvrir l'Afrique comme on ne l'a jamais vue.Le film \"Nature\" sortira en salles mercredi 24 décembre. Des cimes enneigées aux fonds sous-marins. Des terres volcaniques au désert du Kalahari. Une nature intimiste, terrifiante et spectaculaire. Tout le continent africain, sa faune et sa flore ont été filmées par des équipes de la BBC pendant deux ans et demi. \"Le but du film est de montrer particulièrement aux jeunes générations la beauté de la nature pour commencer par un émerveillement. Mais un émerveillement absolu\", explique au micro de France 2 Lambert Wilson, voix française du film. Une technologie innovante Si le spectateur a l'impression d'être au coeur des paysages et de l'action, c'est parce que les équipes de tournage ont pris tous les risques. Utilisant même pour la première fois de lourdes caméras 3D accrochées aux hélicoptères. Une caméra fantôme \"slow motion\", à mouvement lent, a même été fixée à la planche d'un surfeur. Le spectateur est littéralement plongé à l'intérieur de la vague. Le parti pris des réalisateurs était de montrer la nature telle qu'elle est aujourd'hui. Dans sa diversité, mais aussi dans sa fragilité."	Elsa Pallot	France 2	12	18	2014
"\"Point de Vue\" : l'ADN du journal décodé par Nathalie Lourau"	"La directrice déléguée de la rédaction de \"Point de Vue\" est l'invitée des \"Cinq dernières minutes\" de France 2, à l'occasion de la sortie d'un livre qui fête les 70 ans du titre.Un ouvrage pour retracer l'ADN de Point de Vue. À l'occasion de la sortie de Point de Vue : Trésors d'archives, France 2 a invité Nathalie Lourau. \"On imagine l'ADN purement royal, un magazine créé par des nostalgiques d'une certaine aristocratie, mais pas du tout\", assure la directrice déléguée du journal. Il a été créé en 1944 par \"des résistants\", précise-t-elle. Les premiers numéros évoquaient la guerre. \"On sort d'une période de guerre terrible. Des résistants ont envie de montrer un monde moderne, qui va de l'avant. La presse est donc un moyen de faire savoir que rien n'est perdu\", explique l'invitée des \"Cinq dernières minutes\". \"Les grands moments de l'histoire\" La première rupture éditoriale du magazine survient en 1952, lorsqu'Élisabeth II accède au trône britannique en février. Point de Vue devient alors le chroniqueur de la royauté, mais aussi de l'apparat, des stars. \"Ce sont plutôt les petites histoires de la royauté. On est toujours dans des histoires de cœur, de vie\", précise Nathalie Lourau. \"Les grands moments de l'histoire du 20e siècle sont dans Point de Vue : la mort de Kennedy, celle de Marilyn Monroe, tous les grands destins qui basculent\". Il est important de souligner que \"les grands noms de la photographie humaniste ont d'abord collaboré à Point de Vue\"."	Thomas Horeau	France 2	12	5	2014
"\"Pégase et Icare\" : le nouveau spectacle du cirque Gruss"	"À l'occasion du lancement de son dernier spectacle \"Pégase et Icare\", Elise Lucet recevait dans les cinq dernières minutes, Alexis Gruss et Stéphane Haffner.Depuis 160 ans, la famille Gruss met le cirque à l'honneur. Pour son dernier spectacle, il a imaginé une alliance unique entre cavaliers et acrobates avec la troupe des Farfadais. \"Pour moi, c'est un rêve qui s'est concrétisé par cette rencontre avec Stephane Haffner. C'est la rencontre entre deux mythes : Pégase, ce cheval ailé réputé indomptable, et Icare bien sûr avec ses ailes extraordinaires. En réalité, c'était un vrai défi\", confie Alexis Gruss. La même passion Pour se nouveau spectacle, la famille Gruss a fait appel à la compagnie d'acrobates des \"Farfadais\". \"Chez les Farfadais, on essaie de pousser l'esthétisme au maximum. On aime que ce soit beau. Alexis aime la même chose\", explique Stephane Haffner, directeur de la compagnie des Farfadais. Le spectacle \"Pégase et Icare\" est à découvrir jusqu'au mois de mars au Bois de Boulogne."	Thomas Horeau	France 2	12	18	2014
"\"Qu'Allah bénisse la France\""	"A l'occasion de la sortie de son film autobiographique \"Qu'Allah bénisse la France\", Abd Al Malik est reçu par Laurent Delahousse.Le rappeur strasbourgeois a expliqué les motivations qui l'ont conduit à passer du texte à la réalisation d'un long-métrage pour raconter son parcours. \"On vit dans une époque où les images sont très importantes. Elles ont de l'impact sur les êtres. Le cinéma est l'outil culturel du XXIe siècle.\" \"Ce film est la finale de la coupe du monde 98\" Abd Al Malik a raconté aussi vouloir donner une autre image des cités françaises. \"La citoyenneté ne s'arrête pas aux frontières des cités. Dans celles-ci, il y a des êtres humains à part entiers. Des citoyens français à part entiers. Ce film est la finale de la coupe du monde 98. Je veux dire qu'avec toute notre diversité, ensemble on peut être mal partis (...), mais in fine, on construit notre histoire ensemble et on va réussir ensemble.\" \"Qu'Allah bénisse la France\" sortira le mercredi 10 décembre."	Elsa Pallot	France 2	12	6	2014
"\"Rainbow Loom\" : des bracelets colorés très appréciés"	"Je serais bien allé sur la Lune. A trois jours de la Terre. Ça peut se faire en une semaine aller-retour. Ce documentaire restauré en numérique est une plongée dans l'Amérique triomphante, celle de \"L'étoffe des héros\". Si vous avez des enfants, vous n'allez pas pouvoir y échapper. Connaissez-vous les Rainbow Loom? Ces bracelets élastiques et colorés sont en passe de devenir le produit star de. Sur cette plage près de Montpellier, ils sont devenus tout aussi incontournables que le parasol ou la crème solaire. Ce sont des bracelets avec plein de petits élastiques. Elle me dit les couleurs qu'elle veut et je lui fabrique. Des bracelets composés d'élastiques multicolores, c'est le phénomène de l'été en France comme dans le monde entier. C'est un cadeau de mes enfants. Cela occupe les enfants, ça les calme. Une folie née dans les cours de récréation. Les bracelets se tissent, s'échangent, s'accumulent. Ils deviennent même un accessoire de mode pour les stars. Julia Roberts, le nouveau roi d'Espagne ou encore Kate Middleton l'arborent fièrement. Même le pape François ne peut plus s'en passer. Dans son bureau de Quimper, Emmanuel Laurençon savoure. Il a flairé la bonne affaire il y a deux ans quand il habüaü habitait aux Etats-Unis."	""	France 2	7	20	2014
"\"Si on sortait\" : le \"Bateau Feu\" rouvre à Dunkerque"	"Comme chaque vendredi, on retrouve la rubrique \"Si on sortait\" avec Youssef Bouchikhi. Bonjour. On commence avec la réouverture du Bateau Feu, un haut lieu de la culture à Dunkerque. Youssef Bouchikhi : Cette scène nationale a été rénovée, agrandie et pour fêter l'événement, l'équipe organise une grande crémaillère. Pendant 3 semaines, ils ouvrent leurs portes gratuitement et proposent des spectacles et des manifestations festives. Théâtre, danse, musique, music-hall. En famille, ne manquez pas ce soir la troupe Les Encombrants, une bande de vieillards qui tentent de dompter une drôle de ménagerie, avec course d'escargots géants, exhibition de requins, rhinocéros, et même le dressage d'une mante religieuse ! Le temps fort sera la pièce de Christian Schiaretti \"Le roi Lear\" montée a l'occasion des 450 ans de la naissance de Shakespeare. On en reparlera ici. Les Fêtes de crémaillère, c'est jusqu'au 6 juin à Dunkerque. Elise Lucet : Une exposition rend hommage aux mousquetaires du roi. Youssef Bouchikhi : Ils sont populaires grâce à Alexandre Dumas et \"Les Trois Mousquetaires mais en fait, on ne sait pas grand-chose de ce corps d'élite créé pour protéger et escorter Louis XIII. Le musée a rassemblé des objets, épées, costumes, mousquets, lettres et manuscrits qui éclairent la vie de ces soldats. On apprend qu'Athos, Porthos et Aramis ont existé, qu'on ne sait pas à quoi d'Artagnan ressemblait, et que Milady (en réalité Lucy, comtesse de Carlisle) n'a pas été décapitée mais emprisonnée durant des années et qu'elle est sortie vivante de prison. C'est au Musée de l'armée, à l'Hôtel des Invalides, jusqu'au 14 juillet. Elise Lucet : On peut découvrir Picasso dans une superbe saga en BD. Youssef Bouchikhi : Une série de 4 albums raconte la jeunesse de celui qui deviendra le plus grand peintre du XXe siècle. On se balade dans le Paris du début du siècle dernier, on croise Apollinaire, Matisse, Braque, qui mènent la vie de bohème! \"Pablo\", de Julie Birmant et Clément Oubrerie."	""	France 2	5	23	2014
"\"The Interview\" : les studios Sony font volte-face"	"Victime d’une cyberattaque, Sony avait décidé d’annuler la sortie du film \"The Interview\" avant de faire machine arrière.Les Studios Sony ont finalement décidé d'autoriser la sortie de \"L’interview qui tue\", une comédie qui parodie le dictateur nord-coréen Kim Jong-Un. \"Une victoire pour la liberté\", saluée par les acteurs américains du film sur les réseaux sociaux et par les spectateurs. \"C’est plutôt excitant\", raconte l’un d’eux à France 3. \"Je me demande l’effet que ça aura sur la Corée du Nord\", s’interroge un autre. Des menaces de représailles Il y a plusieurs mois, Pyongyang promettait des représailles en découvrant la bande-annonce. Aujourd’hui de mystérieux hackers parlent d’un film \"terroriste\" et menacent les cinémas qui projetteront le film. \"Bien sûr que nous allons prendre des précautions. Par exemple, il y aura une fouille des sacs à dos à l'entrée. Nous avons mis des choses en place et nous serons en contact avec la police\", déclare un directeur de cinéma. A noter que le film sera visible dès ce soir en ligne, à partir de minuit."	Philippe Denis	France 3	12	24	2014
"\"Une nouvelle amie\", le nouveau film de François Ozon"	"François Ozon s’attaque de manière romanesque à la question de la mort en mettant en scène un endeuillé qui se travestit.A la mort de Laura, son mari David et Claire, son amie d’enfance, sont dévastés par le chagrin. Pour retrouver sa femme, David se travestit, un moyen pour lui de se remémorer sa bien-aimée mais pas seulement. Il aime se travestir en cachette, il devient Virginia, pour essayer de reprendre goût à la vie. François Ozon décoiffe le cinéma français Depuis 20 ans, le réalisateur questionne la sexualité, le couple, la famille. Les plus grands acteurs français ont travaillé à ses côtés. Romain Duris joue le travesti dans le film, un rôle qu’il a toujours voulu endosser : \"C’est vrai que j’ai cette envie-là avec tous les risques que cela comporte. C’est aussi pour ça que je fais ce métier. Cette Virginia, elle me calmait \", explique l’acteur. Pour François Ozon, les films sont une manière de dresser un portait du monde : \"Les gens ont parfois envie de changer par rapport à ce qu’on leur inculque dans leur famille, dans leur éducation. Ils ont envie de trouver leur place dans la société. Le film finalement montre ça. Il montre que chacun doit trouver sa liberté.\" Une nouvelle amie sort en salles mercredi 5 novembre."	Thomas Horeau	France 2	11	1	2014
